,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
320,breakfast,bacon,N,4.37,4.43,4.9,3,0.5,1,1.46,0.8382453918457031
321,bathroom,bedroom,N,3.4,4.52,4.9,3,0.5,1,1.73,0.919863224029541
322,plate,bowl,N,5.23,4.77,4.87,4,0.5,1,1.46,0.9431671500205994
323,meat,bacon,N,5.8,4.9,4.9,4,0.5,1,1.5,0.845920979976654
324,air,helium,N,3.63,4.11,3.96,3,0.49,1,1.59,0.8290326595306396
325,worker,employer,N,5.37,4.59,3.81,3,0.49,1,1.4,0.8932234644889832
326,body,chest,N,4.45,4.79,4.93,4,0.49,1,1.45,0.8841339945793152
327,son,father,N,3.82,4.14,4.52,3,0.48,1,1.75,0.9125120043754578
328,heart,surgery,N,1.08,4.52,4.34,3,0.48,1,1.07,0.7644334435462952
329,woman,secretary,N,1.98,4.46,4.54,3,0.48,1,1.6,0.7648867964744568
330,man,father,N,4.83,4.79,4.52,3,0.48,1,1.62,0.9002266526222229
331,beach,island,N,5.6,4.79,4.96,4,0.48,1,0.39,0.8583806157112122
332,story,topic,N,5.0,3.3,2.59,2,0.47,1,1.7,0.8752698302268982
333,game,fun,N,3.42,4.5,1.97,2,0.47,1,2.07,0.8097028136253357
334,weekend,week,N,4.0,3.83,3.48,2,0.47,1,1.57,0.843708336353302
335,couple,pair,N,8.33,3.93,3.88,3,0.47,1,1.5,0.8191370368003845
336,woman,wife,N,5.72,4.46,4.13,3,0.47,1,1.35,0.9255216121673584
337,sheep,cattle,N,4.77,4.9,4.64,4,0.47,1,0.47,0.9305695295333862
338,purse,bag,N,8.33,4.9,4.9,4,0.47,1,1.39,0.8640934228897095
339,ceiling,cathedral,N,2.42,4.85,4.86,4,0.46,1,1.57,0.8616085648536682
340,bean,coffee,N,5.15,5.0,4.81,4,0.46,1,1.52,0.8640338778495789
341,wood,paper,N,2.88,4.85,4.93,4,0.44,0,1.55,0.8804957270622253
342,top,side,N,1.9,3.93,3.68,3,0.43,0,1.29,0.758732795715332
343,crime,fraud,N,5.65,3.03,1.68,1,0.42,0,1.18,0.8458788990974426
344,pain,harm,N,5.38,3.5,2.62,2,0.42,0,0.95,0.8184002637863159
345,lover,companion,N,5.97,3.68,3.75,3,0.42,0,0.8,0.803255558013916
346,evening,dusk,N,7.78,3.26,4.24,3,0.42,0,1.32,0.8809876441955566
347,father,daughter,N,2.62,4.52,4.79,3,0.42,0,1.69,0.9147052764892578
348,wine,liquor,N,7.85,4.79,4.73,4,0.42,0,0.78,0.8936471343040466
349,cow,goat,N,2.93,4.96,5.0,4,0.42,0,0.59,0.8145079612731934
350,belief,opinion,N,7.7,1.19,1.93,1,0.41,0,1.24,0.9245811104774475
351,reality,illusion,N,1.42,1.72,2.48,1,0.41,0,1.36,0.9012139439582825
352,pact,agreement,N,9.02,2.52,2.22,1,0.41,0,1.2,0.8916355967521667
353,wealth,poverty,N,1.27,2.63,2.54,1,0.41,0,1.47,0.8832489252090454
354,accident,emergency,N,4.93,3.26,2.41,2,0.41,0,0.49,0.8489026427268982
355,battle,conquest,N,7.22,4.0,2.54,2,0.41,0,0.89,0.789580225944519
356,friend,teacher,N,2.62,3.07,4.52,3,0.41,0,1.29,0.8187896609306335
357,illness,infection,N,6.9,3.54,4.1,3,0.41,0,1.28,0.8957811594009399
358,game,trick,N,2.32,4.5,3.36,3,0.41,0,1.02,0.8350467085838318
359,brother,son,N,3.48,4.43,4.14,3,0.41,0,1.61,0.9103714227676392
360,aunt,nephew,N,3.1,4.17,4.48,3,0.41,0,1.31,0.9012966752052307
361,worker,mechanic,N,4.92,4.59,4.38,3,0.41,0,1.2,0.894100546836853
362,doctor,orthodontist,N,5.58,4.69,4.43,3,0.41,0,1.25,0.3646824359893799
363,oak,maple,N,6.03,4.82,4.46,3,0.41,0,0.39,0.8447594046592712
364,bee,queen,N,3.27,4.88,4.45,3,0.41,0,1.2,0.8767401576042175
365,car,bicycle,N,3.47,4.89,4.89,4,0.41,0,1.68,0.8479451537132263
366,goal,quest,N,5.83,3.06,2.87,2,0.4,0,1.31,0.6464288234710693
367,august,month,N,5.53,3.04,4.2,2,0.4,0,1.54,0.7863374352455139
368,army,squad,N,5.08,4.7,3.65,3,0.4,0,1.61,0.7918552160263062
369,cloud,weather,N,4.87,4.54,3.83,3,0.4,0,0.94,0.7863754630088806
370,physician,doctor,N,8.88,4.65,4.69,3,0.4,0,1.5,0.9047421216964722
371,canyon,valley,N,6.75,4.81,4.72,4,0.4,0,1.39,0.9183725714683533
372,river,valley,N,1.67,4.89,4.72,4,0.4,0,1.23,0.8557966947555542
373,sun,sky,N,2.27,4.83,4.45,3,0.39,0,1.67,0.8578850030899048
374,target,arrow,N,3.25,4.11,4.97,3,0.38,0,1.74,0.8121396899223328
375,chocolate,pie,N,2.27,4.72,4.92,4,0.38,0,1.79,0.8996878862380981
376,circumstance,situation,N,7.85,1.77,2.03,1,0.36,0,1.31,0.883468508720398
377,opinion,choice,N,5.43,1.93,1.9,1,0.36,0,1.5,0.8656396865844727
378,rhythm,melody,N,6.12,3.07,3.71,2,0.36,0,1.27,0.9167703986167908
379,gut,nerve,N,4.93,4.15,3.89,3,0.36,0,1.65,0.8914847373962402
380,day,dawn,N,5.47,3.92,4.46,3,0.36,0,1.45,0.8627521991729736
381,cattle,beef,N,7.03,4.64,4.74,3,0.36,0,1.53,0.7609065175056458
382,doctor,professor,N,4.65,4.69,4.86,4,0.36,0,1.19,0.8899254202842712
383,arm,vein,N,3.65,4.96,4.63,4,0.36,0,1.62,0.8217484951019287
384,room,bath,N,3.33,4.79,4.85,4,0.36,0,0.49,0.8511770367622375
385,corporation,business,N,9.02,2.79,3.28,2,0.35,0,1.44,0.8893734216690063
386,fun,football,N,1.97,1.97,4.73,2,0.35,0,1.43,0.6809278726577759
387,hill,cliff,N,4.28,4.93,4.71,4,0.35,0,1.26,0.8650240898132324
388,bone,ankle,N,3.82,4.9,4.81,4,0.35,0,0.69,0.8387601971626282
389,apple,candy,N,2.08,5.0,4.83,4,0.35,0,0.75,0.8994609117507935
390,helper,maid,N,5.58,3.39,4.64,3,0.34,0,0.44,0.736260712146759
391,leader,manager,N,7.27,3.89,4.14,3,0.34,0,1.43,0.8068019151687622
392,lemon,tea,N,1.6,5.0,4.69,4,0.34,0,1.33,0.930890679359436
393,bee,ant,N,2.78,4.88,4.86,4,0.34,0,1.04,0.8823838233947754
394,basketball,baseball,N,4.92,4.97,4.86,4,0.34,0,0.93,0.8920350670814514
395,rice,bean,N,2.72,4.86,5.0,4,0.34,0,1.27,0.7826337218284607
396,bed,furniture,N,6.08,5.0,4.89,4,0.34,0,0.84,0.8600850701332092
397,emotion,passion,N,7.72,2.44,2.3,1,0.33,0,1.3,0.8858340978622437
398,anarchy,chaos,N,7.93,2.12,2.79,1,0.33,0,1.35,0.9322723746299744
399,crime,violation,N,7.12,3.03,2.67,2,0.33,0,0.87,0.8650448322296143
400,machine,engine,N,5.58,4.25,4.86,3,0.33,0,1.95,0.8540083169937134
401,beach,sea,N,4.68,4.79,4.79,4,0.33,0,1.08,0.8629900217056274
402,alley,bowl,N,1.53,4.82,4.87,4,0.33,0,0.51,0.8310717344284058
403,jar,bottle,N,7.83,5.0,4.91,4,0.33,0,1.44,0.9214245080947876
404,strength,capability,N,5.28,2.96,1.93,1,0.32,0,1.33,0.8902205228805542
405,seed,mustard,N,3.48,4.71,4.93,4,0.32,0,0.59,0.8075105547904968
406,guitar,drum,N,3.78,4.9,4.96,4,0.32,0,1.72,0.7659467458724976
407,opinion,idea,N,5.7,1.93,1.61,1,0.31,0,1.29,0.8965076804161072
408,north,west,N,3.63,4.14,3.44,3,0.31,0,1.6,0.8946129083633423
409,diet,salad,N,2.98,3.21,4.97,3,0.31,0,1.6,0.8439953923225403
410,mother,wife,N,3.02,4.6,4.13,3,0.31,0,1.62,0.9168214797973633
411,dad,mother,N,3.55,4.29,4.6,3,0.31,0,1.44,0.9140567183494568
412,captain,sailor,N,5.0,4.19,4.86,3,0.31,0,1.43,0.8037894368171692
413,meter,yard,N,5.6,4.7,4.82,4,0.31,0,1.32,0.8721300363540649
414,beer,champagne,N,4.45,4.88,4.82,4,0.31,0,1.2,0.9309804439544678
415,motor,boat,N,2.57,4.84,4.93,4,0.31,0,1.45,0.8615884184837341
416,card,bridge,N,1.97,4.9,4.97,4,0.31,0,1.69,0.8125537633895874
417,science,psychology,N,4.92,2.79,2.31,1,0.3,0,1.91,0.7843072414398193
418,sinner,saint,N,1.6,3.07,3.45,2,0.3,0,1.39,0.7402576804161072
419,destruction,construction,N,0.98,3.21,3.72,2,0.3,0,1.69,0.7378581762313843
420,crowd,bunch,N,7.42,4.52,3.5,3,0.3,0,1.37,0.8819495439529419
421,beach,reef,N,3.77,4.79,4.7,4,0.3,0,1.85,0.811835527420044
422,man,child,N,4.13,4.79,4.78,4,0.3,0,1.34,0.7415133714675903
423,bread,cheese,N,1.95,4.92,4.7,4,0.3,0,1.52,0.9341288208961487
424,champion,winner,N,8.73,3.82,3.21,2,0.29,0,1.15,0.7597916722297668
425,celebration,ceremony,N,7.72,3.47,3.57,2,0.29,0,0.61,0.92967289686203
426,menu,order,N,3.62,4.67,2.79,3,0.29,0,1.42,0.829270601272583
427,king,princess,N,3.27,4.1,4.72,3,0.29,0,1.7,0.9232833385467529
428,wealth,prestige,N,6.07,2.63,1.61,1,0.28,0,1.55,0.8966249823570251
429,endurance,strength,N,6.58,2.0,2.96,1,0.28,0,0.59,0.810061514377594
430,danger,threat,N,8.78,2.68,2.52,2,0.28,0,1.56,0.9010807871818542
431,god,priest,N,4.5,2.07,4.77,2,0.28,0,1.2,0.7881860136985779
432,men,fraternity,N,3.13,4.75,2.46,2,0.28,0,1.11,0.6446132659912109
433,buddy,companion,N,8.65,3.48,3.75,2,0.28,0,1.64,0.8260819911956787
434,teacher,helper,N,4.28,4.52,3.39,3,0.28,0,1.65,0.7668991088867188
435,body,stomach,N,3.93,4.79,4.89,4,0.28,0,1.15,0.8644241690635681
436,tongue,throat,N,3.1,4.93,4.97,4,0.28,0,1.31,0.8947110772132874
437,house,carpet,N,1.38,5.0,4.96,4,0.28,0,1.44,0.8151823878288269
438,intelligence,skill,N,5.35,2.24,2.17,1,0.27,0,1.29,0.7701232433319092
439,journey,conquest,N,4.72,2.57,2.54,1,0.27,0,1.12,0.7588152289390564
440,god,prey,N,1.23,2.07,3.61,2,0.27,0,1.73,0.7642505764961243
441,brother,soul,N,0.97,4.43,1.86,2,0.27,0,1.18,0.8784238696098328
442,adversary,opponent,N,9.05,2.93,3.52,2,0.27,0,1.4,0.7956920862197876
443,death,catastrophe,N,4.13,3.73,2.96,2,0.27,0,1.46,0.8402546048164368
444,monster,demon,N,6.95,3.72,3.32,2,0.27,0,1.5,0.8859277963638306
445,day,morning,N,4.87,3.92,3.44,2,0.27,0,1.95,0.8570073843002319
446,man,victor,N,1.9,4.79,2.88,3,0.27,0,1.67,0.8427579998970032
447,friend,guy,N,3.88,3.07,4.68,3,0.27,0,1.49,0.8911370038986206
448,song,story,N,3.97,4.46,3.3,3,0.27,0,1.27,0.8708100318908691
449,ray,sunshine,N,6.83,3.57,4.21,3,0.27,0,1.55,0.9038746953010559
450,guy,stud,N,5.83,4.68,4.0,3,0.27,0,1.7,0.7909789681434631
451,chicken,rice,N,1.43,4.8,4.86,4,0.27,0,1.47,0.8215340971946716
452,box,elevator,N,1.32,4.9,4.79,4,0.27,0,1.28,0.8949297070503235
453,butter,potato,N,1.22,4.9,4.85,4,0.27,0,1.19,0.9218637347221375
454,apartment,furniture,N,1.28,4.9,4.89,4,0.27,0,1.72,0.8852903842926025
455,lake,swamp,N,4.92,4.88,4.96,4,0.27,0,1.6,0.8662588000297546
456,salad,vinegar,N,1.13,4.97,4.89,4,0.27,0,1.65,0.8287186622619629
457,flower,bulb,N,4.48,5.0,4.93,4,0.27,0,1.27,0.7933865785598755
458,cloud,mist,N,6.67,4.54,4.51,3,0.26,0,1.43,0.8939781785011292
459,driver,pilot,N,6.28,4.71,4.67,3,0.26,0,1.52,0.9199895262718201
460,sugar,honey,N,5.13,4.87,4.88,4,0.26,0,1.07,0.9120278358459473
461,body,shoulder,N,2.88,4.79,4.93,4,0.25,0,1.47,0.8191628456115723
462,idea,image,N,3.55,1.61,3.85,2,0.24,0,1.47,0.8649888634681702
463,father,brother,N,4.2,4.52,4.43,3,0.24,0,1.28,0.9389464259147644
464,moon,planet,N,5.87,4.9,4.58,4,0.24,0,1.57,0.8667232394218445
465,ball,costume,N,2.32,5.0,4.57,4,0.24,0,1.02,0.8299628496170044
466,rail,fence,N,5.22,4.9,4.82,4,0.24,0,1.17,0.7613919377326965
467,room,bed,N,2.35,4.79,5.0,4,0.24,0,1.31,0.833811342716217
468,flower,bush,N,4.25,5.0,4.9,4,0.24,0,1.66,0.7933910489082336
469,bone,knee,N,4.17,4.9,5.0,4,0.24,0,1.64,0.8548294901847839
470,arm,knee,N,2.75,4.96,5.0,4,0.24,0,0.59,0.848096489906311
471,bottom,side,N,2.63,4.25,3.68,3,0.22,0,1.51,0.7106268405914307
472,vessel,vein,N,5.15,4.66,4.63,3,0.22,0,1.55,0.8720887303352356
473,cat,rabbit,N,2.37,4.86,4.93,4,0.22,0,1.67,0.9275438189506531
474,meat,sandwich,N,2.35,4.9,4.9,4,0.22,0,1.69,0.9076085090637207
475,belief,concept,N,5.08,1.19,1.41,1,0.21,0,1.44,0.8980819582939148
476,intelligence,insight,N,5.9,2.24,1.72,1,0.21,0,1.59,0.7672844529151917
477,attention,interest,N,7.22,2.3,1.8,1,0.21,0,1.21,0.919737696647644
478,attitude,confidence,N,4.35,1.97,2.17,1,0.21,0,1.22,0.8732717633247375
479,right,justice,N,7.05,3.47,1.45,1,0.21,0,1.52,0.787413477897644
480,argument,agreement,N,1.45,2.85,2.22,1,0.21,0,1.36,0.8782286643981934
481,depth,magnitude,N,6.12,3.11,2.43,2,0.21,0,1.64,0.8694871664047241
482,medium,news,N,3.65,3.0,3.41,2,0.21,0,1.3,0.8165455460548401
483,winner,candidate,N,2.78,3.21,3.81,2,0.21,0,1.29,0.8128578066825867
484,birthday,date,N,5.08,3.2,3.9,2,0.21,0,1.2,0.7636823058128357
485,fee,payment,N,7.15,3.89,3.91,3,0.21,0,1.56,0.8850637674331665
486,bible,hymn,N,5.15,4.61,4.04,3,0.21,0,1.08,0.9016798734664917
487,exit,doorway,N,5.5,3.93,4.75,3,0.21,0,1.73,0.9069956541061401
488,man,sentry,N,3.25,4.79,4.04,3,0.21,0,1.22,0.6757587194442749
489,aisle,hall,N,6.35,4.35,4.67,3,0.21,0,0.96,0.8146785497665405
490,whiskey,gin,N,6.28,4.74,4.46,3,0.21,0,1.14,0.845239520072937
491,blood,marrow,N,3.4,4.86,4.48,3,0.21,0,1.17,0.747307300567627
492,oil,mink,N,1.23,4.93,4.58,4,0.21,0,1.53,0.7682850956916809
493,floor,deck,N,5.55,4.8,4.77,4,0.21,0,1.06,0.869497537612915
494,roof,floor,N,2.62,4.79,4.8,4,0.21,0,1.66,0.8594151139259338
495,door,floor,N,1.67,4.81,4.8,4,0.21,0,0.39,0.8678187131881714
496,shoulder,head,N,3.42,4.93,4.75,4,0.21,0,1.14,0.7696229219436646
497,wagon,carriage,N,7.7,4.89,4.86,4,0.21,0,1.84,0.9416000843048096
498,car,carriage,N,5.13,4.89,4.86,4,0.21,0,1.2,0.8598107695579529
499,elbow,ankle,N,3.13,5.0,4.81,4,0.21,0,1.48,0.8820798993110657
500,wealth,fame,N,4.02,2.63,1.96,1,0.2,0,1.1,0.8335346579551697
501,sorrow,shame,N,4.77,2.36,2.24,1,0.2,0,1.52,0.8679566979408264
502,administration,management,N,7.25,2.78,2.72,2,0.2,0,1.67,0.8605209589004517
503,communication,conversation,N,8.02,2.9,3.28,2,0.2,0,0.88,0.8844220638275146
504,pollution,atmosphere,N,4.25,3.75,3.04,2,0.2,0,0.98,0.8184992671012878
505,anatomy,biology,N,5.33,3.59,3.48,2,0.2,0,1.37,0.9014570116996765
506,college,profession,N,3.12,4.62,2.83,3,0.2,0,1.41,0.8293397426605225
507,book,topic,N,2.07,4.9,2.59,3,0.2,0,1.22,0.8119484186172485
508,formula,equation,N,7.95,4.11,3.65,3,0.2,0,0.56,0.7168692946434021
509,book,information,N,5.0,4.9,2.87,3,0.2,0,1.13,0.7938898801803589
510,boy,partner,N,1.9,4.76,3.53,3,0.2,0,1.54,0.8495289087295532
511,sky,universe,N,4.68,4.45,3.85,3,0.2,0,1.39,0.8596282601356506
512,population,people,N,7.68,3.64,4.82,3,0.2,0,0.8,0.7970935702323914
513,college,class,N,4.13,4.62,3.85,3,0.2,0,1.16,0.816864550113678
514,chief,mayor,N,4.85,4.26,4.37,3,0.2,0,1.25,0.8410938382148743
515,rabbi,minister,N,7.62,4.64,4.22,3,0.2,0,1.35,0.8028560280799866
516,meter,inch,N,5.08,4.7,4.37,3,0.2,0,1.19,0.7951059341430664
517,polyester,cotton,N,5.63,4.12,4.97,3,0.2,0,1.53,0.6493105888366699
518,lawyer,banker,N,1.88,4.7,4.43,3,0.2,0,1.18,0.8228615522384644
519,violin,instrument,N,6.58,4.96,4.27,3,0.2,0,1.39,0.7352403998374939
520,camp,cabin,N,4.2,4.35,4.92,3,0.2,0,1.2,0.8901248574256897
521,pot,appliance,N,2.53,4.81,4.57,3,0.2,0,1.26,0.4596497714519501
522,linen,fabric,N,7.47,4.8,4.63,3,0.2,0,1.26,0.9208252429962158
523,whiskey,champagne,N,5.33,4.74,4.82,4,0.2,0,1.29,0.9347624778747559
524,girl,child,N,5.38,4.85,4.78,4,0.2,0,1.21,0.7805881500244141
525,cottage,cabin,N,7.72,4.85,4.92,4,0.2,0,1.47,0.9343264102935791
526,bird,hen,N,7.03,5.0,4.9,4,0.2,0,1.43,0.7964276075363159
527,racket,noise,N,8.1,4.26,3.52,3,0.19,0,1.49,0.7222563028335571
528,sunset,evening,N,5.98,4.54,3.26,3,0.19,0,1.35,0.8903800249099731
529,drizzle,rain,N,9.17,4.21,4.97,3,0.19,0,0.39,0.7063895463943481
530,adult,baby,N,2.22,4.4,5.0,3,0.19,0,0.39,0.6964235305786133
531,charcoal,coal,N,7.63,4.85,4.66,4,0.19,0,1.43,0.8781546950340271
532,body,spine,N,4.78,4.79,4.88,4,0.19,0,1.22,0.8568372130393982
533,head,nail,N,2.47,4.75,4.93,4,0.19,0,1.4,0.8854421973228455
534,log,timber,N,8.05,4.96,4.9,4,0.19,0,1.12,0.6666647791862488
535,spoon,cup,N,2.02,4.96,5.0,4,0.19,0,0.9,0.8911487460136414
536,body,nerve,N,3.13,4.79,3.89,3,0.18,0,1.12,0.8492958545684814
537,man,husband,N,5.32,4.79,4.11,3,0.18,0,1.71,0.8308828473091125
538,bone,neck,N,2.53,4.9,5.0,4,0.18,0,1.05,0.8835626840591431
539,frustration,anger,N,6.5,2.06,2.41,1,0.17,0,0.39,0.9411249160766602
540,river,sea,N,5.72,4.89,4.79,4,0.17,0,0.39,0.8566339612007141
541,task,job,N,8.87,2.84,3.19,2,0.16,0,1.75,0.8741903901100159
542,club,society,N,5.23,3.78,2.54,2,0.16,0,1.59,0.7758837342262268
543,reflection,image,N,7.27,3.29,3.85,2,0.16,0,1.06,0.8750841617584229
544,prince,king,N,5.92,4.44,4.1,3,0.16,0,1.05,0.9194623231887817
545,snow,weather,N,5.48,4.85,3.83,3,0.16,0,1.36,0.8646714687347412
546,people,party,N,2.2,4.82,3.89,3,0.16,0,1.42,0.7639316320419312
547,boy,brother,N,6.67,4.76,4.43,3,0.16,0,1.58,0.87582927942276
548,root,grass,N,3.55,4.34,4.93,3,0.16,0,1.35,0.6882404685020447
549,brow,eye,N,3.82,4.39,4.9,3,0.16,0,1.41,0.8617137670516968
550,money,pearl,N,2.1,4.54,4.87,3,0.16,0,1.94,0.7821582555770874
551,money,diamond,N,3.42,4.54,4.89,3,0.16,0,1.37,0.8511767983436584
552,vehicle,bus,N,6.47,4.64,4.9,4,0.16,0,1.38,0.8523151278495789
553,cab,bus,N,5.6,4.88,4.9,4,0.16,0,1.64,0.8218892812728882
554,house,barn,N,4.33,5.0,4.79,4,0.16,0,1.6,0.8553045392036438
555,finger,palm,N,3.33,5.0,4.83,4,0.16,0,1.5,0.9018483757972717
556,car,bridge,N,0.95,4.89,4.97,4,0.16,0,1.2,0.8286893367767334
557,effort,difficulty,N,4.45,2.33,1.9,1,0.15,0,1.22,0.7532719373703003
558,fact,insight,N,4.77,2.72,1.72,1,0.15,0,1.11,0.885559618473053
559,job,management,N,3.97,3.19,2.72,2,0.15,0,1.33,0.7264288067817688
560,cancer,sickness,N,7.93,3.86,3.45,2,0.15,0,1.57,0.7890800833702087
561,word,newspaper,N,2.47,3.56,4.82,3,0.15,0,0.94,0.6872529983520508
562,composer,writer,N,6.58,4.37,4.32,3,0.15,0,0.8,0.8364963531494141
563,actor,singer,N,4.52,4.57,4.62,3,0.15,0,1.26,0.8477936387062073
564,shelter,hut,N,6.47,4.64,4.65,3,0.15,0,1.59,0.8518102169036865
565,bathroom,kitchen,N,3.1,4.52,4.97,4,0.15,0,1.22,0.9338376522064209
566,cabin,hut,N,6.53,4.92,4.65,4,0.15,0,1.37,0.8945268988609314
567,door,kitchen,N,1.67,4.81,4.97,4,0.15,0,0.44,0.8581556677818298
568,value,belief,N,7.07,1.62,1.19,1,0.14,0,0.95,0.8590704798698425
569,wisdom,intelligence,N,7.47,1.53,2.24,1,0.14,0,1.33,0.7477734684944153
570,ignorance,intelligence,N,1.5,1.6,2.24,1,0.14,0,1.3,0.7506417036056519
571,happiness,luck,N,2.38,2.6,1.33,1,0.14,0,1.2,0.8620077967643738
572,idea,scheme,N,6.75,1.61,2.41,1,0.14,0,1.47,0.825799286365509
573,mood,emotion,N,8.12,1.75,2.44,1,0.14,0,1.64,0.804185688495636
574,happiness,peace,N,6.03,2.6,1.62,1,0.14,0,1.35,0.8948870301246643
575,despair,misery,N,7.22,2.21,2.04,1,0.14,0,1.06,0.9145554304122925
576,logic,arithmetic,N,3.97,1.72,2.74,1,0.14,0,1.81,0.9165272116661072
577,denial,confession,N,1.03,2.46,2.4,1,0.14,0,1.64,0.9318124651908875
578,argument,criticism,N,5.08,2.85,2.07,1,0.14,0,1.07,0.8385242223739624
579,aggression,hostility,N,8.48,2.68,2.24,1,0.14,0,0.44,0.8950667977333069
580,hysteria,confusion,N,6.33,2.86,2.24,1,0.14,0,0.44,0.9224545955657959
581,chemistry,theory,N,3.17,3.64,1.47,1,0.14,0,1.4,0.7811903953552246
582,trial,verdict,N,3.33,3.07,2.19,2,0.14,0,1.18,0.8925419449806213
583,comfort,safety,N,5.8,2.89,2.37,2,0.14,0,1.21,0.8870254755020142
584,confidence,self,N,3.12,2.17,3.1,2,0.14,0,1.24,0.7152907252311707
585,vision,perception,N,6.88,3.39,2.0,2,0.14,0,1.31,0.8747654557228088
586,era,decade,N,5.4,2.24,3.19,2,0.14,0,1.02,0.8703725934028625
587,biography,fiction,N,1.38,3.39,2.14,2,0.14,0,1.24,0.8739280104637146
588,discussion,argument,N,5.48,3.07,2.85,2,0.14,0,1.43,0.9408213496208191
589,code,symbol,N,6.03,3.0,3.11,2,0.14,0,1.67,0.8817338347434998
590,danger,disease,N,3.0,2.68,3.45,2,0.14,0,0.44,0.8240476250648499
591,accident,catastrophe,N,5.9,3.26,2.96,2,0.14,0,1.63,0.9145984053611755
592,journey,trip,N,8.88,2.57,3.71,2,0.14,0,1.14,0.8755577802658081
593,activity,movement,N,7.15,2.72,3.63,2,0.14,0,1.1,0.91563880443573
594,gossip,news,N,5.22,3.0,3.41,2,0.14,0,1.21,0.8854401111602783
595,father,god,N,3.57,4.52,2.07,2,0.14,0,1.31,0.8101094365119934
596,action,course,N,5.45,2.86,3.82,2,0.14,0,1.75,0.8428744077682495
597,fever,illness,N,7.65,3.27,3.54,2,0.14,0,1.54,0.8809499740600586
598,aviation,flight,N,8.18,3.39,3.9,2,0.14,0,1.83,0.8186280727386475
599,game,action,N,4.85,4.5,2.86,2,0.14,0,1.12,0.8627564907073975
600,molecule,air,N,3.05,3.27,4.11,2,0.14,0,1.84,0.8116580843925476
601,home,state,N,2.58,4.11,3.52,3,0.14,0,1.6,0.7871546149253845
602,word,literature,N,4.77,3.56,4.1,3,0.14,0,0.59,0.6981773972511292
603,adult,guardian,N,6.9,4.4,3.28,3,0.14,0,1.19,0.7157341837882996
604,newspaper,information,N,5.65,4.82,2.87,3,0.14,0,1.31,0.8154710531234741
605,communication,television,N,5.6,2.9,4.83,3,0.14,0,1.27,0.771654486656189
606,cousin,uncle,N,4.63,3.7,4.24,3,0.14,0,1.84,0.9411975741386414
607,author,reader,N,1.6,4.26,3.89,3,0.14,0,1.47,0.7977235317230225
608,guy,partner,N,3.57,4.68,3.53,3,0.14,0,1.24,0.8807272911071777
609,area,corner,N,2.07,3.72,4.61,3,0.14,0,1.41,0.8074511289596558
610,ballad,song,N,7.53,3.88,4.46,3,0.14,0,0.84,0.8499050140380859
611,wall,decoration,N,2.62,4.86,3.53,3,0.14,0,0.89,0.7793152928352356
612,word,page,N,2.92,3.56,4.9,3,0.14,0,0.99,0.8404787182807922
613,nurse,scientist,N,2.08,4.39,4.24,3,0.14,0,1.06,0.8801652193069458
614,politician,president,N,7.38,4.33,4.4,3,0.14,0,1.05,0.7817857265472412
615,president,mayor,N,5.68,4.4,4.37,3,0.14,0,1.4,0.8849277496337891
616,book,essay,N,4.72,4.9,3.97,3,0.14,0,1.3,0.8049237132072449
617,man,warrior,N,4.72,4.79,4.17,3,0.14,0,1.03,0.8202893137931824
618,article,journal,N,6.18,4.33,4.63,3,0.14,0,1.45,0.8069862127304077
619,breakfast,supper,N,4.4,4.43,4.63,3,0.14,0,1.47,0.9090738296508789
620,crowd,parade,N,3.93,4.52,4.54,3,0.14,0,1.05,0.8759192824363708
621,aisle,hallway,N,6.75,4.35,4.74,3,0.14,0,1.36,0.8599753975868225
622,teacher,rabbi,N,4.37,4.52,4.64,3,0.14,0,1.12,0.7952026128768921
623,hip,lip,N,1.43,4.21,4.96,3,0.14,0,1.45,0.8840776681900024
624,book,article,N,5.43,4.9,4.33,3,0.14,0,0.95,0.8020241856575012
625,room,cell,N,4.58,4.79,4.44,3,0.14,0,1.28,0.8596915006637573
626,box,booth,N,3.8,4.9,4.42,3,0.14,0,1.38,0.8817488551139832
627,daughter,kid,N,4.17,4.79,4.56,3,0.14,0,1.24,0.8992645144462585
628,limb,leg,N,6.9,4.64,4.83,4,0.14,0,1.23,0.8876447081565857
629,liver,lung,N,2.7,4.68,4.82,4,0.14,0,1.38,0.7877559065818787
630,classroom,hallway,N,2.0,4.76,4.74,4,0.14,0,1.23,0.8403040766716003
631,mountain,ledge,N,3.73,4.96,4.72,4,0.14,0,1.21,0.8643143773078918
632,car,elevator,N,1.03,4.89,4.79,4,0.14,0,1.19,0.8237085938453674
633,bed,couch,N,3.42,5.0,4.71,4,0.14,0,1.85,0.8744868636131287
634,clothes,button,N,2.3,4.76,4.96,4,0.14,0,1.44,0.7684631943702698
635,clothes,coat,N,5.35,4.76,4.97,4,0.14,0,1.37,0.8952046632766724
636,kidney,organ,N,6.17,4.96,4.77,4,0.14,0,0.95,0.7289077639579773
637,apple,sauce,N,1.43,5.0,4.75,4,0.14,0,2.11,0.8293373584747314
638,chicken,steak,N,3.73,4.8,4.96,4,0.14,0,1.39,0.9185205101966858
639,car,hose,N,0.87,4.89,4.87,4,0.14,0,0.78,0.8210620284080505
640,tobacco,cigarette,N,7.5,4.88,4.88,4,0.14,0,1.49,0.8583956956863403
