,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
320,breakfast,bacon,N,4.37,4.43,4.9,3,0.5,1,1.46,0.724429726600647
321,bathroom,bedroom,N,3.4,4.52,4.9,3,0.5,1,1.73,0.889496386051178
322,plate,bowl,N,5.23,4.77,4.87,4,0.5,1,1.46,0.8817490935325623
323,meat,bacon,N,5.8,4.9,4.9,4,0.5,1,1.5,0.7011215090751648
324,air,helium,N,3.63,4.11,3.96,3,0.49,1,1.59,0.6569468379020691
325,worker,employer,N,5.37,4.59,3.81,3,0.49,1,1.4,0.8082473278045654
326,body,chest,N,4.45,4.79,4.93,4,0.49,1,1.45,0.7905846834182739
327,son,father,N,3.82,4.14,4.52,3,0.48,1,1.75,0.8259873390197754
328,heart,surgery,N,1.08,4.52,4.34,3,0.48,1,1.07,0.6058667898178101
329,woman,secretary,N,1.98,4.46,4.54,3,0.48,1,1.6,0.6277443170547485
330,man,father,N,4.83,4.79,4.52,3,0.48,1,1.62,0.8026061654090881
331,beach,island,N,5.6,4.79,4.96,4,0.48,1,0.39,0.7451699376106262
332,story,topic,N,5.0,3.3,2.59,2,0.47,1,1.7,0.7544752955436707
333,game,fun,N,3.42,4.5,1.97,2,0.47,1,2.07,0.6737563014030457
334,weekend,week,N,4.0,3.83,3.48,2,0.47,1,1.57,0.7380374670028687
335,couple,pair,N,8.33,3.93,3.88,3,0.47,1,1.5,0.7511005401611328
336,woman,wife,N,5.72,4.46,4.13,3,0.47,1,1.35,0.8662052154541016
337,sheep,cattle,N,4.77,4.9,4.64,4,0.47,1,0.47,0.8771795630455017
338,purse,bag,N,8.33,4.9,4.9,4,0.47,1,1.39,0.7812532186508179
339,ceiling,cathedral,N,2.42,4.85,4.86,4,0.46,1,1.57,0.7679488062858582
340,bean,coffee,N,5.15,5.0,4.81,4,0.46,1,1.52,0.7573004364967346
341,wood,paper,N,2.88,4.85,4.93,4,0.44,0,1.55,0.7605698108673096
342,top,side,N,1.9,3.93,3.68,3,0.43,0,1.29,0.5323771238327026
343,crime,fraud,N,5.65,3.03,1.68,1,0.42,0,1.18,0.7372933030128479
344,pain,harm,N,5.38,3.5,2.62,2,0.42,0,0.95,0.6881312131881714
345,lover,companion,N,5.97,3.68,3.75,3,0.42,0,0.8,0.6586658954620361
346,evening,dusk,N,7.78,3.26,4.24,3,0.42,0,1.32,0.754544198513031
347,father,daughter,N,2.62,4.52,4.79,3,0.42,0,1.69,0.8338754177093506
348,wine,liquor,N,7.85,4.79,4.73,4,0.42,0,0.78,0.8160971999168396
349,cow,goat,N,2.93,4.96,5.0,4,0.42,0,0.59,0.6900608539581299
350,belief,opinion,N,7.7,1.19,1.93,1,0.41,0,1.24,0.849162220954895
351,reality,illusion,N,1.42,1.72,2.48,1,0.41,0,1.36,0.7768953442573547
352,pact,agreement,N,9.02,2.52,2.22,1,0.41,0,1.2,0.7708860039710999
353,wealth,poverty,N,1.27,2.63,2.54,1,0.41,0,1.47,0.8233673572540283
354,accident,emergency,N,4.93,3.26,2.41,2,0.41,0,0.49,0.752162754535675
355,battle,conquest,N,7.22,4.0,2.54,2,0.41,0,0.89,0.7121884822845459
356,friend,teacher,N,2.62,3.07,4.52,3,0.41,0,1.29,0.6962260603904724
357,illness,infection,N,6.9,3.54,4.1,3,0.41,0,1.28,0.815402626991272
358,game,trick,N,2.32,4.5,3.36,3,0.41,0,1.02,0.6245459914207458
359,brother,son,N,3.48,4.43,4.14,3,0.41,0,1.61,0.8383722901344299
360,aunt,nephew,N,3.1,4.17,4.48,3,0.41,0,1.31,0.821482241153717
361,worker,mechanic,N,4.92,4.59,4.38,3,0.41,0,1.2,0.7964043617248535
362,doctor,orthodontist,N,5.58,4.69,4.43,3,0.41,0,1.25,0.2290092557668686
363,oak,maple,N,6.03,4.82,4.46,3,0.41,0,0.39,0.7735927104949951
364,bee,queen,N,3.27,4.88,4.45,3,0.41,0,1.2,0.7856634855270386
365,car,bicycle,N,3.47,4.89,4.89,4,0.41,0,1.68,0.7069061994552612
366,goal,quest,N,5.83,3.06,2.87,2,0.4,0,1.31,0.5041040778160095
367,august,month,N,5.53,3.04,4.2,2,0.4,0,1.54,0.6669638156890869
368,army,squad,N,5.08,4.7,3.65,3,0.4,0,1.61,0.6604830622673035
369,cloud,weather,N,4.87,4.54,3.83,3,0.4,0,0.94,0.6497454643249512
370,physician,doctor,N,8.88,4.65,4.69,3,0.4,0,1.5,0.8228050470352173
371,canyon,valley,N,6.75,4.81,4.72,4,0.4,0,1.39,0.8070304989814758
372,river,valley,N,1.67,4.89,4.72,4,0.4,0,1.23,0.6857239007949829
373,sun,sky,N,2.27,4.83,4.45,3,0.39,0,1.67,0.7706974744796753
374,target,arrow,N,3.25,4.11,4.97,3,0.38,0,1.74,0.7388761043548584
375,chocolate,pie,N,2.27,4.72,4.92,4,0.38,0,1.79,0.7898682951927185
376,circumstance,situation,N,7.85,1.77,2.03,1,0.36,0,1.31,0.8180899620056152
377,opinion,choice,N,5.43,1.93,1.9,1,0.36,0,1.5,0.7003085613250732
378,rhythm,melody,N,6.12,3.07,3.71,2,0.36,0,1.27,0.8232359886169434
379,gut,nerve,N,4.93,4.15,3.89,3,0.36,0,1.65,0.7990062236785889
380,day,dawn,N,5.47,3.92,4.46,3,0.36,0,1.45,0.6963321566581726
381,cattle,beef,N,7.03,4.64,4.74,3,0.36,0,1.53,0.6786348223686218
382,doctor,professor,N,4.65,4.69,4.86,4,0.36,0,1.19,0.7828795909881592
383,arm,vein,N,3.65,4.96,4.63,4,0.36,0,1.62,0.6790547370910645
384,room,bath,N,3.33,4.79,4.85,4,0.36,0,0.49,0.7498605251312256
385,corporation,business,N,9.02,2.79,3.28,2,0.35,0,1.44,0.7574408054351807
386,fun,football,N,1.97,1.97,4.73,2,0.35,0,1.43,0.5731112360954285
387,hill,cliff,N,4.28,4.93,4.71,4,0.35,0,1.26,0.7145311236381531
388,bone,ankle,N,3.82,4.9,4.81,4,0.35,0,0.69,0.7528019547462463
389,apple,candy,N,2.08,5.0,4.83,4,0.35,0,0.75,0.77122563123703
390,helper,maid,N,5.58,3.39,4.64,3,0.34,0,0.44,0.3660758435726166
391,leader,manager,N,7.27,3.89,4.14,3,0.34,0,1.43,0.7049208879470825
392,lemon,tea,N,1.6,5.0,4.69,4,0.34,0,1.33,0.8401391506195068
393,bee,ant,N,2.78,4.88,4.86,4,0.34,0,1.04,0.8148515224456787
394,basketball,baseball,N,4.92,4.97,4.86,4,0.34,0,0.93,0.8299827575683594
395,rice,bean,N,2.72,4.86,5.0,4,0.34,0,1.27,0.6852796077728271
396,bed,furniture,N,6.08,5.0,4.89,4,0.34,0,0.84,0.72981196641922
397,emotion,passion,N,7.72,2.44,2.3,1,0.33,0,1.3,0.7848297953605652
398,anarchy,chaos,N,7.93,2.12,2.79,1,0.33,0,1.35,0.865283727645874
399,crime,violation,N,7.12,3.03,2.67,2,0.33,0,0.87,0.7761654853820801
400,machine,engine,N,5.58,4.25,4.86,3,0.33,0,1.95,0.7308870553970337
401,beach,sea,N,4.68,4.79,4.79,4,0.33,0,1.08,0.7458773255348206
402,alley,bowl,N,1.53,4.82,4.87,4,0.33,0,0.51,0.7406442761421204
403,jar,bottle,N,7.83,5.0,4.91,4,0.33,0,1.44,0.8220520615577698
404,strength,capability,N,5.28,2.96,1.93,1,0.32,0,1.33,0.8069013953208923
405,seed,mustard,N,3.48,4.71,4.93,4,0.32,0,0.59,0.7012522220611572
406,guitar,drum,N,3.78,4.9,4.96,4,0.32,0,1.72,0.6351888179779053
407,opinion,idea,N,5.7,1.93,1.61,1,0.31,0,1.29,0.8426366448402405
408,north,west,N,3.63,4.14,3.44,3,0.31,0,1.6,0.7681998014450073
409,diet,salad,N,2.98,3.21,4.97,3,0.31,0,1.6,0.7288261651992798
410,mother,wife,N,3.02,4.6,4.13,3,0.31,0,1.62,0.8411043882369995
411,dad,mother,N,3.55,4.29,4.6,3,0.31,0,1.44,0.8031203150749207
412,captain,sailor,N,5.0,4.19,4.86,3,0.31,0,1.43,0.6390620470046997
413,meter,yard,N,5.6,4.7,4.82,4,0.31,0,1.32,0.7549196481704712
414,beer,champagne,N,4.45,4.88,4.82,4,0.31,0,1.2,0.8710761666297913
415,motor,boat,N,2.57,4.84,4.93,4,0.31,0,1.45,0.7467480897903442
416,card,bridge,N,1.97,4.9,4.97,4,0.31,0,1.69,0.5943863391876221
417,science,psychology,N,4.92,2.79,2.31,1,0.3,0,1.91,0.6624659299850464
418,sinner,saint,N,1.6,3.07,3.45,2,0.3,0,1.39,0.33421191573143005
419,destruction,construction,N,0.98,3.21,3.72,2,0.3,0,1.69,0.6460369825363159
420,crowd,bunch,N,7.42,4.52,3.5,3,0.3,0,1.37,0.8034966588020325
421,beach,reef,N,3.77,4.79,4.7,4,0.3,0,1.85,0.6899822354316711
422,man,child,N,4.13,4.79,4.78,4,0.3,0,1.34,0.5743562579154968
423,bread,cheese,N,1.95,4.92,4.7,4,0.3,0,1.52,0.8714399337768555
424,champion,winner,N,8.73,3.82,3.21,2,0.29,0,1.15,0.6596655249595642
425,celebration,ceremony,N,7.72,3.47,3.57,2,0.29,0,0.61,0.8473924398422241
426,menu,order,N,3.62,4.67,2.79,3,0.29,0,1.42,0.6933228969573975
427,king,princess,N,3.27,4.1,4.72,3,0.29,0,1.7,0.8281388878822327
428,wealth,prestige,N,6.07,2.63,1.61,1,0.28,0,1.55,0.8261319994926453
429,endurance,strength,N,6.58,2.0,2.96,1,0.28,0,0.59,0.7043862342834473
430,danger,threat,N,8.78,2.68,2.52,2,0.28,0,1.56,0.8439012169837952
431,god,priest,N,4.5,2.07,4.77,2,0.28,0,1.2,0.5992727875709534
432,men,fraternity,N,3.13,4.75,2.46,2,0.28,0,1.11,0.4903821349143982
433,buddy,companion,N,8.65,3.48,3.75,2,0.28,0,1.64,0.6745102405548096
434,teacher,helper,N,4.28,4.52,3.39,3,0.28,0,1.65,0.43353399634361267
435,body,stomach,N,3.93,4.79,4.89,4,0.28,0,1.15,0.763493537902832
436,tongue,throat,N,3.1,4.93,4.97,4,0.28,0,1.31,0.7776808738708496
437,house,carpet,N,1.38,5.0,4.96,4,0.28,0,1.44,0.6712090969085693
438,intelligence,skill,N,5.35,2.24,2.17,1,0.27,0,1.29,0.6700556874275208
439,journey,conquest,N,4.72,2.57,2.54,1,0.27,0,1.12,0.6472221612930298
440,god,prey,N,1.23,2.07,3.61,2,0.27,0,1.73,0.5525075793266296
441,brother,soul,N,0.97,4.43,1.86,2,0.27,0,1.18,0.7322075366973877
442,adversary,opponent,N,9.05,2.93,3.52,2,0.27,0,1.4,0.7466109991073608
443,death,catastrophe,N,4.13,3.73,2.96,2,0.27,0,1.46,0.6974480152130127
444,monster,demon,N,6.95,3.72,3.32,2,0.27,0,1.5,0.8007368445396423
445,day,morning,N,4.87,3.92,3.44,2,0.27,0,1.95,0.7423935532569885
446,man,victor,N,1.9,4.79,2.88,3,0.27,0,1.67,0.6741750240325928
447,friend,guy,N,3.88,3.07,4.68,3,0.27,0,1.49,0.7927506566047668
448,song,story,N,3.97,4.46,3.3,3,0.27,0,1.27,0.7329574823379517
449,ray,sunshine,N,6.83,3.57,4.21,3,0.27,0,1.55,0.8014639019966125
450,guy,stud,N,5.83,4.68,4.0,3,0.27,0,1.7,0.6320422887802124
451,chicken,rice,N,1.43,4.8,4.86,4,0.27,0,1.47,0.7341831922531128
452,box,elevator,N,1.32,4.9,4.79,4,0.27,0,1.28,0.7797045707702637
453,butter,potato,N,1.22,4.9,4.85,4,0.27,0,1.19,0.8650994896888733
454,apartment,furniture,N,1.28,4.9,4.89,4,0.27,0,1.72,0.8036085963249207
455,lake,swamp,N,4.92,4.88,4.96,4,0.27,0,1.6,0.7275331020355225
456,salad,vinegar,N,1.13,4.97,4.89,4,0.27,0,1.65,0.770791232585907
457,flower,bulb,N,4.48,5.0,4.93,4,0.27,0,1.27,0.7032878994941711
458,cloud,mist,N,6.67,4.54,4.51,3,0.26,0,1.43,0.8046007752418518
459,driver,pilot,N,6.28,4.71,4.67,3,0.26,0,1.52,0.8457628488540649
460,sugar,honey,N,5.13,4.87,4.88,4,0.26,0,1.07,0.8379635214805603
461,body,shoulder,N,2.88,4.79,4.93,4,0.25,0,1.47,0.6858099699020386
462,idea,image,N,3.55,1.61,3.85,2,0.24,0,1.47,0.765506386756897
463,father,brother,N,4.2,4.52,4.43,3,0.24,0,1.28,0.8847422003746033
464,moon,planet,N,5.87,4.9,4.58,4,0.24,0,1.57,0.7525532841682434
465,ball,costume,N,2.32,5.0,4.57,4,0.24,0,1.02,0.6163812875747681
466,rail,fence,N,5.22,4.9,4.82,4,0.24,0,1.17,0.5082463026046753
467,room,bed,N,2.35,4.79,5.0,4,0.24,0,1.31,0.7251706719398499
468,flower,bush,N,4.25,5.0,4.9,4,0.24,0,1.66,0.6051616668701172
469,bone,knee,N,4.17,4.9,5.0,4,0.24,0,1.64,0.8041579127311707
470,arm,knee,N,2.75,4.96,5.0,4,0.24,0,0.59,0.7595852613449097
471,bottom,side,N,2.63,4.25,3.68,3,0.22,0,1.51,0.5007687211036682
472,vessel,vein,N,5.15,4.66,4.63,3,0.22,0,1.55,0.7322927713394165
473,cat,rabbit,N,2.37,4.86,4.93,4,0.22,0,1.67,0.8145690560340881
474,meat,sandwich,N,2.35,4.9,4.9,4,0.22,0,1.69,0.8325482606887817
475,belief,concept,N,5.08,1.19,1.41,1,0.21,0,1.44,0.7782154679298401
476,intelligence,insight,N,5.9,2.24,1.72,1,0.21,0,1.59,0.6526421904563904
477,attention,interest,N,7.22,2.3,1.8,1,0.21,0,1.21,0.8357139229774475
478,attitude,confidence,N,4.35,1.97,2.17,1,0.21,0,1.22,0.7596656680107117
479,right,justice,N,7.05,3.47,1.45,1,0.21,0,1.52,0.5937961339950562
480,argument,agreement,N,1.45,2.85,2.22,1,0.21,0,1.36,0.7739500999450684
481,depth,magnitude,N,6.12,3.11,2.43,2,0.21,0,1.64,0.7762875556945801
482,medium,news,N,3.65,3.0,3.41,2,0.21,0,1.3,0.6741669774055481
483,winner,candidate,N,2.78,3.21,3.81,2,0.21,0,1.29,0.6323753595352173
484,birthday,date,N,5.08,3.2,3.9,2,0.21,0,1.2,0.6037827134132385
485,fee,payment,N,7.15,3.89,3.91,3,0.21,0,1.56,0.787499725818634
486,bible,hymn,N,5.15,4.61,4.04,3,0.21,0,1.08,0.78813636302948
487,exit,doorway,N,5.5,3.93,4.75,3,0.21,0,1.73,0.8038477301597595
488,man,sentry,N,3.25,4.79,4.04,3,0.21,0,1.22,0.2997439503669739
489,aisle,hall,N,6.35,4.35,4.67,3,0.21,0,0.96,0.6683083176612854
490,whiskey,gin,N,6.28,4.74,4.46,3,0.21,0,1.14,0.7415288686752319
491,blood,marrow,N,3.4,4.86,4.48,3,0.21,0,1.17,0.5494624376296997
492,oil,mink,N,1.23,4.93,4.58,4,0.21,0,1.53,0.3543776273727417
493,floor,deck,N,5.55,4.8,4.77,4,0.21,0,1.06,0.7207368016242981
494,roof,floor,N,2.62,4.79,4.8,4,0.21,0,1.66,0.754002571105957
495,door,floor,N,1.67,4.81,4.8,4,0.21,0,0.39,0.7368845343589783
496,shoulder,head,N,3.42,4.93,4.75,4,0.21,0,1.14,0.5878943204879761
497,wagon,carriage,N,7.7,4.89,4.86,4,0.21,0,1.84,0.8744181990623474
498,car,carriage,N,5.13,4.89,4.86,4,0.21,0,1.2,0.727880597114563
499,elbow,ankle,N,3.13,5.0,4.81,4,0.21,0,1.48,0.8230593204498291
500,wealth,fame,N,4.02,2.63,1.96,1,0.2,0,1.1,0.7686170339584351
501,sorrow,shame,N,4.77,2.36,2.24,1,0.2,0,1.52,0.7910977005958557
502,administration,management,N,7.25,2.78,2.72,2,0.2,0,1.67,0.7827717065811157
503,communication,conversation,N,8.02,2.9,3.28,2,0.2,0,0.88,0.8210877776145935
504,pollution,atmosphere,N,4.25,3.75,3.04,2,0.2,0,0.98,0.6970424652099609
505,anatomy,biology,N,5.33,3.59,3.48,2,0.2,0,1.37,0.8245338201522827
506,college,profession,N,3.12,4.62,2.83,3,0.2,0,1.41,0.6860221028327942
507,book,topic,N,2.07,4.9,2.59,3,0.2,0,1.22,0.5958441495895386
508,formula,equation,N,7.95,4.11,3.65,3,0.2,0,0.56,0.5768345594406128
509,book,information,N,5.0,4.9,2.87,3,0.2,0,1.13,0.5396876335144043
510,boy,partner,N,1.9,4.76,3.53,3,0.2,0,1.54,0.6925119161605835
511,sky,universe,N,4.68,4.45,3.85,3,0.2,0,1.39,0.7462055683135986
512,population,people,N,7.68,3.64,4.82,3,0.2,0,0.8,0.6783761382102966
513,college,class,N,4.13,4.62,3.85,3,0.2,0,1.16,0.6751912236213684
514,chief,mayor,N,4.85,4.26,4.37,3,0.2,0,1.25,0.7317690253257751
515,rabbi,minister,N,7.62,4.64,4.22,3,0.2,0,1.35,0.579987645149231
516,meter,inch,N,5.08,4.7,4.37,3,0.2,0,1.19,0.7232983112335205
517,polyester,cotton,N,5.63,4.12,4.97,3,0.2,0,1.53,0.3881705701351166
518,lawyer,banker,N,1.88,4.7,4.43,3,0.2,0,1.18,0.7589054703712463
519,violin,instrument,N,6.58,4.96,4.27,3,0.2,0,1.39,0.6054410338401794
520,camp,cabin,N,4.2,4.35,4.92,3,0.2,0,1.2,0.7494131326675415
521,pot,appliance,N,2.53,4.81,4.57,3,0.2,0,1.26,0.3474152982234955
522,linen,fabric,N,7.47,4.8,4.63,3,0.2,0,1.26,0.8566225171089172
523,whiskey,champagne,N,5.33,4.74,4.82,4,0.2,0,1.29,0.8932380080223083
524,girl,child,N,5.38,4.85,4.78,4,0.2,0,1.21,0.6151655912399292
525,cottage,cabin,N,7.72,4.85,4.92,4,0.2,0,1.47,0.8599278330802917
526,bird,hen,N,7.03,5.0,4.9,4,0.2,0,1.43,0.7167692184448242
527,racket,noise,N,8.1,4.26,3.52,3,0.19,0,1.49,0.30776533484458923
528,sunset,evening,N,5.98,4.54,3.26,3,0.19,0,1.35,0.7649283409118652
529,drizzle,rain,N,9.17,4.21,4.97,3,0.19,0,0.39,0.5175368189811707
530,adult,baby,N,2.22,4.4,5.0,3,0.19,0,0.39,0.5424413681030273
531,charcoal,coal,N,7.63,4.85,4.66,4,0.19,0,1.43,0.7955857515335083
532,body,spine,N,4.78,4.79,4.88,4,0.19,0,1.22,0.7360204458236694
533,head,nail,N,2.47,4.75,4.93,4,0.19,0,1.4,0.7503500580787659
534,log,timber,N,8.05,4.96,4.9,4,0.19,0,1.12,0.49056172370910645
535,spoon,cup,N,2.02,4.96,5.0,4,0.19,0,0.9,0.7911493182182312
536,body,nerve,N,3.13,4.79,3.89,3,0.18,0,1.12,0.71628338098526
537,man,husband,N,5.32,4.79,4.11,3,0.18,0,1.71,0.7068750262260437
538,bone,neck,N,2.53,4.9,5.0,4,0.18,0,1.05,0.7925968766212463
539,frustration,anger,N,6.5,2.06,2.41,1,0.17,0,0.39,0.8813916444778442
540,river,sea,N,5.72,4.89,4.79,4,0.17,0,0.39,0.7299422025680542
541,task,job,N,8.87,2.84,3.19,2,0.16,0,1.75,0.7985283732414246
542,club,society,N,5.23,3.78,2.54,2,0.16,0,1.59,0.5972240567207336
543,reflection,image,N,7.27,3.29,3.85,2,0.16,0,1.06,0.7700603008270264
544,prince,king,N,5.92,4.44,4.1,3,0.16,0,1.05,0.8324592113494873
545,snow,weather,N,5.48,4.85,3.83,3,0.16,0,1.36,0.7249478697776794
546,people,party,N,2.2,4.82,3.89,3,0.16,0,1.42,0.594294011592865
547,boy,brother,N,6.67,4.76,4.43,3,0.16,0,1.58,0.738582193851471
548,root,grass,N,3.55,4.34,4.93,3,0.16,0,1.35,0.6389963626861572
549,brow,eye,N,3.82,4.39,4.9,3,0.16,0,1.41,0.7428411245346069
550,money,pearl,N,2.1,4.54,4.87,3,0.16,0,1.94,0.5866637825965881
551,money,diamond,N,3.42,4.54,4.89,3,0.16,0,1.37,0.7333006858825684
552,vehicle,bus,N,6.47,4.64,4.9,4,0.16,0,1.38,0.7368842959403992
553,cab,bus,N,5.6,4.88,4.9,4,0.16,0,1.64,0.7054469585418701
554,house,barn,N,4.33,5.0,4.79,4,0.16,0,1.6,0.7472302913665771
555,finger,palm,N,3.33,5.0,4.83,4,0.16,0,1.5,0.7953534722328186
556,car,bridge,N,0.95,4.89,4.97,4,0.16,0,1.2,0.6230388283729553
557,effort,difficulty,N,4.45,2.33,1.9,1,0.15,0,1.22,0.640214741230011
558,fact,insight,N,4.77,2.72,1.72,1,0.15,0,1.11,0.7643444538116455
559,job,management,N,3.97,3.19,2.72,2,0.15,0,1.33,0.5697402954101562
560,cancer,sickness,N,7.93,3.86,3.45,2,0.15,0,1.57,0.6275184750556946
561,word,newspaper,N,2.47,3.56,4.82,3,0.15,0,0.94,0.47850489616394043
562,composer,writer,N,6.58,4.37,4.32,3,0.15,0,0.8,0.6976454854011536
563,actor,singer,N,4.52,4.57,4.62,3,0.15,0,1.26,0.7356560826301575
564,shelter,hut,N,6.47,4.64,4.65,3,0.15,0,1.59,0.7216697335243225
565,bathroom,kitchen,N,3.1,4.52,4.97,4,0.15,0,1.22,0.8852296471595764
566,cabin,hut,N,6.53,4.92,4.65,4,0.15,0,1.37,0.8073289394378662
567,door,kitchen,N,1.67,4.81,4.97,4,0.15,0,0.44,0.7623671889305115
568,value,belief,N,7.07,1.62,1.19,1,0.14,0,0.95,0.7436466813087463
569,wisdom,intelligence,N,7.47,1.53,2.24,1,0.14,0,1.33,0.6174795031547546
570,ignorance,intelligence,N,1.5,1.6,2.24,1,0.14,0,1.3,0.6283376216888428
571,happiness,luck,N,2.38,2.6,1.33,1,0.14,0,1.2,0.7176432609558105
572,idea,scheme,N,6.75,1.61,2.41,1,0.14,0,1.47,0.6714836955070496
573,mood,emotion,N,8.12,1.75,2.44,1,0.14,0,1.64,0.6296770572662354
574,happiness,peace,N,6.03,2.6,1.62,1,0.14,0,1.35,0.7977319955825806
575,despair,misery,N,7.22,2.21,2.04,1,0.14,0,1.06,0.8639071583747864
576,logic,arithmetic,N,3.97,1.72,2.74,1,0.14,0,1.81,0.8305558562278748
577,denial,confession,N,1.03,2.46,2.4,1,0.14,0,1.64,0.8502189517021179
578,argument,criticism,N,5.08,2.85,2.07,1,0.14,0,1.07,0.7252203822135925
579,aggression,hostility,N,8.48,2.68,2.24,1,0.14,0,0.44,0.806765615940094
580,hysteria,confusion,N,6.33,2.86,2.24,1,0.14,0,0.44,0.8500201106071472
581,chemistry,theory,N,3.17,3.64,1.47,1,0.14,0,1.4,0.641743540763855
582,trial,verdict,N,3.33,3.07,2.19,2,0.14,0,1.18,0.8010804057121277
583,comfort,safety,N,5.8,2.89,2.37,2,0.14,0,1.21,0.8027963042259216
584,confidence,self,N,3.12,2.17,3.1,2,0.14,0,1.24,0.5219870209693909
585,vision,perception,N,6.88,3.39,2.0,2,0.14,0,1.31,0.7635725736618042
586,era,decade,N,5.4,2.24,3.19,2,0.14,0,1.02,0.7531041502952576
587,biography,fiction,N,1.38,3.39,2.14,2,0.14,0,1.24,0.6152220368385315
588,discussion,argument,N,5.48,3.07,2.85,2,0.14,0,1.43,0.8941558599472046
589,code,symbol,N,6.03,3.0,3.11,2,0.14,0,1.67,0.7592926621437073
590,danger,disease,N,3.0,2.68,3.45,2,0.14,0,0.44,0.7147032022476196
591,accident,catastrophe,N,5.9,3.26,2.96,2,0.14,0,1.63,0.8325533270835876
592,journey,trip,N,8.88,2.57,3.71,2,0.14,0,1.14,0.7339209914207458
593,activity,movement,N,7.15,2.72,3.63,2,0.14,0,1.1,0.8483222723007202
594,gossip,news,N,5.22,3.0,3.41,2,0.14,0,1.21,0.7986890077590942
595,father,god,N,3.57,4.52,2.07,2,0.14,0,1.31,0.6287876963615417
596,action,course,N,5.45,2.86,3.82,2,0.14,0,1.75,0.6404757499694824
597,fever,illness,N,7.65,3.27,3.54,2,0.14,0,1.54,0.7887256145477295
598,aviation,flight,N,8.18,3.39,3.9,2,0.14,0,1.83,0.6851599216461182
599,game,action,N,4.85,4.5,2.86,2,0.14,0,1.12,0.7178189754486084
600,molecule,air,N,3.05,3.27,4.11,2,0.14,0,1.84,0.6516896486282349
601,home,state,N,2.58,4.11,3.52,3,0.14,0,1.6,0.5439614653587341
602,word,literature,N,4.77,3.56,4.1,3,0.14,0,0.59,0.5308627486228943
603,adult,guardian,N,6.9,4.4,3.28,3,0.14,0,1.19,0.5308979749679565
604,newspaper,information,N,5.65,4.82,2.87,3,0.14,0,1.31,0.5997477173805237
605,communication,television,N,5.6,2.9,4.83,3,0.14,0,1.27,0.5971200466156006
606,cousin,uncle,N,4.63,3.7,4.24,3,0.14,0,1.84,0.8877366781234741
607,author,reader,N,1.6,4.26,3.89,3,0.14,0,1.47,0.6675465106964111
608,guy,partner,N,3.57,4.68,3.53,3,0.14,0,1.24,0.7802367210388184
609,area,corner,N,2.07,3.72,4.61,3,0.14,0,1.41,0.6317724585533142
610,ballad,song,N,7.53,3.88,4.46,3,0.14,0,0.84,0.7249937653541565
611,wall,decoration,N,2.62,4.86,3.53,3,0.14,0,0.89,0.5812698602676392
612,word,page,N,2.92,3.56,4.9,3,0.14,0,0.99,0.6820623278617859
613,nurse,scientist,N,2.08,4.39,4.24,3,0.14,0,1.06,0.7791910767555237
614,politician,president,N,7.38,4.33,4.4,3,0.14,0,1.05,0.7058364152908325
615,president,mayor,N,5.68,4.4,4.37,3,0.14,0,1.4,0.7936347126960754
616,book,essay,N,4.72,4.9,3.97,3,0.14,0,1.3,0.6505858302116394
617,man,warrior,N,4.72,4.79,4.17,3,0.14,0,1.03,0.7105600237846375
618,article,journal,N,6.18,4.33,4.63,3,0.14,0,1.45,0.6294101476669312
619,breakfast,supper,N,4.4,4.43,4.63,3,0.14,0,1.47,0.8429574966430664
620,crowd,parade,N,3.93,4.52,4.54,3,0.14,0,1.05,0.7920095920562744
621,aisle,hallway,N,6.75,4.35,4.74,3,0.14,0,1.36,0.7863196134567261
622,teacher,rabbi,N,4.37,4.52,4.64,3,0.14,0,1.12,0.5728339552879333
623,hip,lip,N,1.43,4.21,4.96,3,0.14,0,1.45,0.8340317010879517
624,book,article,N,5.43,4.9,4.33,3,0.14,0,0.95,0.635937511920929
625,room,cell,N,4.58,4.79,4.44,3,0.14,0,1.28,0.7650055885314941
626,box,booth,N,3.8,4.9,4.42,3,0.14,0,1.38,0.7377374768257141
627,daughter,kid,N,4.17,4.79,4.56,3,0.14,0,1.24,0.828434944152832
628,limb,leg,N,6.9,4.64,4.83,4,0.14,0,1.23,0.8067238330841064
629,liver,lung,N,2.7,4.68,4.82,4,0.14,0,1.38,0.7078145742416382
630,classroom,hallway,N,2.0,4.76,4.74,4,0.14,0,1.23,0.7400962114334106
631,mountain,ledge,N,3.73,4.96,4.72,4,0.14,0,1.21,0.7311495542526245
632,car,elevator,N,1.03,4.89,4.79,4,0.14,0,1.19,0.6399463415145874
633,bed,couch,N,3.42,5.0,4.71,4,0.14,0,1.85,0.7640226483345032
634,clothes,button,N,2.3,4.76,4.96,4,0.14,0,1.44,0.5527606010437012
635,clothes,coat,N,5.35,4.76,4.97,4,0.14,0,1.37,0.8120775818824768
636,kidney,organ,N,6.17,4.96,4.77,4,0.14,0,0.95,0.6626366972923279
637,apple,sauce,N,1.43,5.0,4.75,4,0.14,0,2.11,0.7199955582618713
638,chicken,steak,N,3.73,4.8,4.96,4,0.14,0,1.39,0.8392063975334167
639,car,hose,N,0.87,4.89,4.87,4,0.14,0,0.78,0.604442834854126
640,tobacco,cigarette,N,7.5,4.88,4.88,4,0.14,0,1.49,0.7526423931121826
