word1,word2,SimLex,cos
endurance,band,0.4,0.07367301732301712
jail,choice,1.08,0.28845104575157166
condition,boy,0.48,0.3048512637615204
flower,endurance,0.4,-0.01699049584567547
hole,agreement,0.3,0.11415993422269821
doctor,temper,0.48,0.15541701018810272
fraternity,door,0.68,0.0217905156314373
task,woman,0.68,0.4057828187942505
fraternity,baseball,0.88,0.3434602618217468
cent,size,0.4,0.256898432970047
presence,door,0.48,0.34683743119239807
mouse,management,0.48,0.2410660684108734
task,highway,0.48,0.32766178250312805
liquor,century,0.4,0.2147606909275055
task,straw,0.68,0.17472775280475616
island,task,0.3,0.3513748049736023
night,chapter,0.48,0.4178321063518524
pollution,president,0.68,0.2667255699634552
gun,trick,0.48,0.3333197236061096
bath,trick,0.58,0.4134824573993683
diet,apple,1.18,0.371503084897995
cent,wife,0.58,0.2761797606945038
chapter,tail,0.3,0.2988950312137604
course,stomach,0.58,0.3454131484031677
hymn,straw,0.4,0.1132049411535263
dentist,colonel,0.4,0.0562632754445076
wife,straw,0.4,0.22276483476161957
hole,wife,0.68,0.42835670709609985
pupil,president,0.78,0.17593057453632355
bath,wife,0.48,0.4868204891681671
people,cent,0.48,0.3317315876483917
formula,log,1.77,0.06409531831741333
woman,fur,0.58,0.35986289381980896
apple,sunshine,0.58,0.15190549194812775
gun,dawn,1.18,0.18671970069408417
meal,waist,0.98,0.2650095224380493
camera,president,0.48,0.20388105511665344
liquor,band,0.68,0.1684928834438324
stomach,vein,2.35,0.38420140743255615
gun,fur,0.3,0.277694970369339
couch,baseball,0.88,0.3045066297054291
worker,camera,0.68,0.2218373864889145
deck,mouse,0.48,0.3541313707828522
rice,boy,0.4,0.3722499907016754
people,gun,0.68,0.4776354432106018
cliff,tail,0.3,0.25303003191947937
ankle,window,0.3,0.3636074662208557
princess,island,0.3,0.4310136139392853
container,mouse,0.3,0.3099215626716614
wagon,container,2.65,0.30158382654190063
people,balloon,0.48,0.2930939793586731
dollar,people,0.4,0.410191148519516
bath,balloon,0.4,0.4180733561515808
stomach,bedroom,0.4,0.35287556052207947
bicycle,bedroom,0.4,0.3783568739891052
log,bath,0.4,0.3710600733757019
bowl,tail,0.48,0.25009623169898987
go,come,2.42,0.781988799571991
take,steal,6.18,0.7245581746101379
listen,hear,8.17,0.8457093238830566
think,rationalize,8.25,0.19120724499225616
occur,happen,9.32,0.6351512670516968
vanish,disappear,9.8,0.6737463474273682
multiply,divide,1.75,0.4892350733280182
plead,beg,9.08,0.35629892349243164
begin,originate,8.2,0.23385532200336456
protect,defend,9.13,0.7258123159408569
kill,destroy,5.9,0.6755489706993103
create,make,8.72,0.7045835256576538
accept,reject,0.83,0.7088563442230225
ignore,avoid,6.87,0.5579748749732971
carry,bring,5.8,0.7562832236289978
leave,enter,0.95,0.49329882860183716
choose,elect,7.62,0.3768177628517151
lose,fail,7.33,0.5915254950523376
encourage,discourage,1.58,0.5983089208602905
achieve,accomplish,8.57,0.7675505876541138
make,construct,8.33,0.27415165305137634
listen,obey,4.93,0.3282606899738312
inform,notify,9.25,0.5248768329620361
receive,give,1.47,0.7045904994010925
borrow,beg,2.62,0.5211071372032166
take,obtain,7.1,0.4053826630115509
advise,recommend,8.1,0.5932961702346802
imitate,portray,6.75,0.6417044997215271
win,succeed,7.9,0.3533017337322235
think,decide,5.13,0.5867158770561218
greet,meet,6.17,0.7248049974441528
agree,argue,0.77,0.604218602180481
enjoy,entertain,5.92,0.4379769265651703
destroy,make,1.6,0.5500338673591614
save,protect,6.58,0.6558073163032532
give,lend,7.22,0.5950472354888916
understand,know,7.47,0.8666079044342041
take,receive,5.08,0.5600641369819641
accept,acknowledge,6.88,0.6442310810089111
decide,choose,8.87,0.7148147225379944
accept,believe,6.75,0.5655991435050964
keep,possess,8.27,0.23126208782196045
roam,wander,8.83,0.5357080698013306
succeed,fail,0.83,0.5418497323989868
spend,save,0.55,0.6403538584709167
leave,go,7.63,0.800196647644043
come,attend,8.1,0.44314780831336975
know,believe,5.5,0.7597843408584595
gather,meet,7.3,0.37816283106803894
make,earn,7.62,0.49431777000427246
forget,ignore,3.07,0.657852053642273
multiply,add,2.7,0.3978976309299469
shrink,grow,0.23,0.537497878074646
arrive,leave,1.33,0.42520585656166077
succeed,try,3.98,0.5324494242668152
accept,deny,1.75,0.7302013635635376
arrive,come,7.05,0.4523637592792511
agree,differ,1.05,0.45740190148353577
send,receive,1.08,0.7008687853813171
win,dominate,5.68,0.5262140035629272
add,divide,2.3,0.32744115591049194
kill,choke,4.92,0.5776945352554321
acquire,get,8.82,0.2964450716972351
participate,join,7.7,0.672217607498169
leave,remain,2.53,0.5994071960449219
go,enter,4.0,0.5066613554954529
take,carry,5.23,0.7231488823890686
forget,learn,1.18,0.769853949546814
appoint,elect,8.17,0.5601739883422852
engage,marry,5.43,0.32988226413726807
ask,pray,3.72,0.5043537020683289
go,send,3.75,0.6011924147605896
take,deliver,4.37,0.5635935664176941
speak,hear,3.02,0.7401198148727417
analyze,evaluate,8.03,0.6953148245811462
argue,rationalize,4.2,0.3412294387817383
lose,keep,1.05,0.6290647387504578
compare,analyze,8.1,0.4043821096420288
go,allow,3.62,0.5534096360206604
take,possess,7.2,0.27271199226379395
learn,listen,3.88,0.6788493394851685
destroy,construct,0.92,0.4523727297782898
create,build,8.48,0.7979411482810974
steal,buy,1.13,0.68243008852005
kill,hang,4.45,0.5252606868743896
forget,know,0.92,0.8392753005027771
create,imagine,5.13,0.4042368233203888
do,happen,4.23,0.5817592144012451
win,accomplish,7.85,0.34478771686553955
give,deny,1.43,0.6149061322212219
deserve,earn,5.8,0.5381409525871277
get,put,1.98,0.8226914405822754
locate,find,8.73,0.5420790314674377
appear,attend,6.28,0.45146340131759644
know,comprehend,7.63,0.37935441732406616
pretend,imagine,8.47,0.5948717594146729
satisfy,please,7.67,0.28553062677383423
cherish,keep,4.85,0.4336628317832947
argue,differ,5.15,0.38730454444885254
overcome,dominate,6.25,0.4886094927787781
behave,obey,7.3,0.2568737864494324
cooperate,participate,6.43,0.42459431290626526
achieve,try,4.42,0.5073716044425964
fail,discourage,3.33,0.2127043455839157
begin,quit,1.28,0.5261626839637756
say,participate,3.82,0.3712446987628937
come,bring,2.42,0.7493624091148376
declare,announce,9.08,0.5605250597000122
read,comprehend,4.7,0.38334691524505615
take,leave,2.47,0.8473010659217834
proclaim,announce,8.18,0.3418620824813843
acquire,obtain,8.57,0.5833508372306824
conclude,decide,7.75,0.3636085093021393
please,plead,2.98,0.1679256111383438
argue,prove,4.83,0.5478487014770508
ask,plead,6.47,0.15151555836200714
find,disappear,0.77,0.5397033095359802
inspect,examine,8.75,0.6337444186210632
verify,justify,4.08,0.25934311747550964
assume,predict,4.85,0.3895260989665985
learn,evaluate,4.17,0.4887602627277374
argue,justify,5.0,0.5029259920120239
make,become,4.77,0.7096444964408875
discover,originate,4.83,0.21964584290981293
achieve,succeed,7.5,0.7630104422569275
give,put,3.65,0.7925588488578796
understand,listen,4.68,0.7150307297706604
expand,grow,8.27,0.5474376082420349
borrow,sell,1.73,0.6481156945228577
keep,protect,5.4,0.6042101383209229
explain,prove,4.1,0.6633826494216919
assume,pretend,3.72,0.6182894110679626
agree,please,4.13,0.5683135986328125
forgive,forget,3.92,0.7058194875717163
clarify,explain,8.33,0.6606809496879578
understand,forgive,4.87,0.6371027231216431
remind,forget,0.87,0.8333165645599365
get,remain,1.6,0.4921937882900238
realize,discover,7.47,0.5119315385818481
require,inquire,1.82,0.3481903076171875
ignore,ask,1.07,0.6705609560012817
think,inquire,4.77,0.18114645779132843
reject,avoid,4.78,0.507280707359314
argue,persuade,6.23,0.44504910707473755
pursue,persuade,3.17,0.4314134120941162
accept,forgive,3.73,0.7280113697052002
do,quit,1.17,0.534828245639801
investigate,examine,8.1,0.5867101550102234
discuss,explain,6.67,0.6364927291870117
owe,lend,2.32,0.5826259255409241
explore,discover,8.48,0.699867308139801
complain,argue,4.8,0.6991479992866516
withdraw,reject,6.38,0.5255874395370483
keep,borrow,2.25,0.4563225507736206
beg,ask,6.0,0.44195160269737244
arrange,organize,8.27,0.45059290528297424
reduce,shrink,8.02,0.4223777651786804
speak,acknowledge,4.67,0.5277615785598755
give,borrow,2.22,0.6550618410110474
kill,defend,2.63,0.5868157744407654
disappear,shrink,5.8,0.5024961233139038
deliver,carry,3.88,0.5666651129722595
breathe,choke,1.37,0.49389028549194336
acknowledge,notify,5.3,0.4931029677391052
become,seem,2.63,0.7188717126846313
pretend,seem,4.68,0.6758875250816345
accomplish,become,4.0,0.4738175868988037
contemplate,think,8.82,0.3025828003883362
determine,predict,5.8,0.6433791518211365
please,entertain,5.0,0.3774181306362152
remain,retain,5.75,0.464220255613327
pretend,portray,7.03,0.35178571939468384
forget,retain,0.63,0.26280245184898376
want,choose,4.78,0.716830849647522
lose,get,0.77,0.6611670851707458
try,think,2.62,0.796389102935791
become,appear,4.77,0.7142401933670044
leave,ignore,4.42,0.5841196775436401
accept,recommend,2.75,0.41224294900894165
leave,wander,3.57,0.3926183879375458
keep,give,1.05,0.7720845937728882
give,allow,5.15,0.68948894739151
bring,send,2.97,0.6822900772094727
absorb,learn,5.48,0.40373075008392334
acquire,find,6.38,0.3916170001029968
leave,appear,0.97,0.5306479930877686
create,destroy,0.63,0.6703359484672546
begin,go,7.42,0.51868736743927
get,buy,5.08,0.7693766355514526
collect,save,6.67,0.5557625889778137
replace,restore,5.73,0.3470354974269867
join,add,8.1,0.6447528600692749
join,marry,5.35,0.41649219393730164
accept,deliver,1.58,0.5810668468475342
attach,join,7.75,0.10138299316167831
put,hang,3.0,0.6001576781272888
go,sell,0.97,0.5672383308410645
communicate,pray,3.55,0.26568296551704407
give,steal,0.5,0.7136679887771606
add,build,4.92,0.4886796474456787
bring,restore,2.62,0.388126939535141
comprehend,satisfy,2.55,0.5059552788734436
portray,decide,1.18,0.2788095474243164
organize,become,1.77,0.3580048382282257
give,know,0.88,0.8197091221809387
say,verify,4.9,0.2438354790210724
cooperate,join,5.18,0.14870335161685944
arrange,require,0.98,0.2587319016456604
borrow,want,1.77,0.5684633851051331
investigate,pursue,7.15,0.44872793555259705
ignore,explore,0.4,0.32367902994155884
bring,complain,0.98,0.5480376482009888
enter,owe,0.68,0.26203417778015137
portray,notify,0.78,0.22857099771499634
remind,sell,0.4,0.5056638717651367
absorb,possess,5.0,0.48583701252937317
join,acquire,2.85,0.3217082619667053
send,attend,1.67,0.4010879695415497
gather,attend,4.8,0.3874486982822418
absorb,withdraw,2.97,0.3371864855289459
attend,arrive,6.08,0.7432406544685364
