,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
351,reality,illusion,N,1.42,1.72,2.48,1,0.41,0,1.36,0.723321259021759
352,pact,agreement,N,9.02,2.52,2.22,1,0.41,0,1.2,
353,wealth,poverty,N,1.27,2.63,2.54,1,0.41,0,1.47,0.7653213143348694
354,accident,emergency,N,4.93,3.26,2.41,2,0.41,0,0.49,0.7955631613731384
355,battle,conquest,N,7.22,4.0,2.54,2,0.41,0,0.89,0.7414297461509705
356,friend,teacher,N,2.62,3.07,4.52,3,0.41,0,1.29,0.6916884183883667
357,illness,infection,N,6.9,3.54,4.1,3,0.41,0,1.28,0.8436164259910583
358,game,trick,N,2.32,4.5,3.36,3,0.41,0,1.02,
359,brother,son,N,3.48,4.43,4.14,3,0.41,0,1.61,0.865936279296875
360,aunt,nephew,N,3.1,4.17,4.48,3,0.41,0,1.31,0.8442528247833252
361,worker,mechanic,N,4.92,4.59,4.38,3,0.41,0,1.2,0.7976441383361816
362,doctor,orthodontist,N,5.58,4.69,4.43,3,0.41,0,1.25,
363,oak,maple,N,6.03,4.82,4.46,3,0.41,0,0.39,0.7733277678489685
364,bee,queen,N,3.27,4.88,4.45,3,0.41,0,1.2,
365,car,bicycle,N,3.47,4.89,4.89,4,0.41,0,1.68,0.8318368792533875
366,goal,quest,N,5.83,3.06,2.87,2,0.4,0,1.31,0.8096174001693726
367,august,month,N,5.53,3.04,4.2,2,0.4,0,1.54,0.8097749948501587
368,army,squad,N,5.08,4.7,3.65,3,0.4,0,1.61,0.7536251544952393
369,cloud,weather,N,4.87,4.54,3.83,3,0.4,0,0.94,0.766934871673584
370,physician,doctor,N,8.88,4.65,4.69,3,0.4,0,1.5,
371,canyon,valley,N,6.75,4.81,4.72,4,0.4,0,1.39,0.8207462430000305
372,river,valley,N,1.67,4.89,4.72,4,0.4,0,1.23,0.8397938013076782
373,sun,sky,N,2.27,4.83,4.45,3,0.39,0,1.67,0.7109847664833069
374,target,arrow,N,3.25,4.11,4.97,3,0.38,0,1.74,
375,chocolate,pie,N,2.27,4.72,4.92,4,0.38,0,1.79,0.8723830580711365
376,circumstance,situation,N,7.85,1.77,2.03,1,0.36,0,1.31,
377,opinion,choice,N,5.43,1.93,1.9,1,0.36,0,1.5,0.5848922729492188
378,rhythm,melody,N,6.12,3.07,3.71,2,0.36,0,1.27,0.863389790058136
379,gut,nerve,N,4.93,4.15,3.89,3,0.36,0,1.65,
380,day,dawn,N,5.47,3.92,4.46,3,0.36,0,1.45,0.6911123394966125
381,cattle,beef,N,7.03,4.64,4.74,3,0.36,0,1.53,0.7223457098007202
382,doctor,professor,N,4.65,4.69,4.86,4,0.36,0,1.19,
383,arm,vein,N,3.65,4.96,4.63,4,0.36,0,1.62,0.6467794179916382
384,room,bath,N,3.33,4.79,4.85,4,0.36,0,0.49,
385,corporation,business,N,9.02,2.79,3.28,2,0.35,0,1.44,0.6963855028152466
386,fun,football,N,1.97,1.97,4.73,2,0.35,0,1.43,0.7062646150588989
387,hill,cliff,N,4.28,4.93,4.71,4,0.35,0,1.26,0.8316505551338196
388,bone,ankle,N,3.82,4.9,4.81,4,0.35,0,0.69,0.7655065059661865
389,apple,candy,N,2.08,5.0,4.83,4,0.35,0,0.75,0.7841532826423645
390,helper,maid,N,5.58,3.39,4.64,3,0.34,0,0.44,0.620507001876831
391,leader,manager,N,7.27,3.89,4.14,3,0.34,0,1.43,0.857602059841156
392,lemon,tea,N,1.6,5.0,4.69,4,0.34,0,1.33,0.7779276371002197
393,bee,ant,N,2.78,4.88,4.86,4,0.34,0,1.04,0.8311154246330261
394,basketball,baseball,N,4.92,4.97,4.86,4,0.34,0,0.93,0.7993248105049133
395,rice,bean,N,2.72,4.86,5.0,4,0.34,0,1.27,0.8559338450431824
396,bed,furniture,N,6.08,5.0,4.89,4,0.34,0,0.84,0.8240184187889099
397,emotion,passion,N,7.72,2.44,2.3,1,0.33,0,1.3,
398,anarchy,chaos,N,7.93,2.12,2.79,1,0.33,0,1.35,
399,crime,violation,N,7.12,3.03,2.67,2,0.33,0,0.87,
400,machine,engine,N,5.58,4.25,4.86,3,0.33,0,1.95,0.916517972946167
401,beach,sea,N,4.68,4.79,4.79,4,0.33,0,1.08,0.6262277364730835
402,alley,bowl,N,1.53,4.82,4.87,4,0.33,0,0.51,0.7704201340675354
403,jar,bottle,N,7.83,5.0,4.91,4,0.33,0,1.44,0.9331159591674805
404,strength,capability,N,5.28,2.96,1.93,1,0.32,0,1.33,
405,seed,mustard,N,3.48,4.71,4.93,4,0.32,0,0.59,
406,guitar,drum,N,3.78,4.9,4.96,4,0.32,0,1.72,0.7905797362327576
407,opinion,idea,N,5.7,1.93,1.61,1,0.31,0,1.29,0.7031934857368469
408,north,west,N,3.63,4.14,3.44,3,0.31,0,1.6,0.97043377161026
409,diet,salad,N,2.98,3.21,4.97,3,0.31,0,1.6,
410,mother,wife,N,3.02,4.6,4.13,3,0.31,0,1.62,0.4367292821407318
411,dad,mother,N,3.55,4.29,4.6,3,0.31,0,1.44,0.4444725215435028
412,captain,sailor,N,5.0,4.19,4.86,3,0.31,0,1.43,0.8882609605789185
413,meter,yard,N,5.6,4.7,4.82,4,0.31,0,1.32,0.8918520212173462
414,beer,champagne,N,4.45,4.88,4.82,4,0.31,0,1.2,0.6142385601997375
415,motor,boat,N,2.57,4.84,4.93,4,0.31,0,1.45,0.7523349523544312
416,card,bridge,N,1.97,4.9,4.97,4,0.31,0,1.69,
417,science,psychology,N,4.92,2.79,2.31,1,0.3,0,1.91,0.7468720078468323
418,sinner,saint,N,1.6,3.07,3.45,2,0.3,0,1.39,0.5115352272987366
419,destruction,construction,N,0.98,3.21,3.72,2,0.3,0,1.69,
420,crowd,bunch,N,7.42,4.52,3.5,3,0.3,0,1.37,
421,beach,reef,N,3.77,4.79,4.7,4,0.3,0,1.85,0.8760588765144348
422,man,child,N,4.13,4.79,4.78,4,0.3,0,1.34,0.6795568466186523
423,bread,cheese,N,1.95,4.92,4.7,4,0.3,0,1.52,0.7606607675552368
424,champion,winner,N,8.73,3.82,3.21,2,0.29,0,1.15,
425,celebration,ceremony,N,7.72,3.47,3.57,2,0.29,0,0.61,
426,menu,order,N,3.62,4.67,2.79,3,0.29,0,1.42,
427,king,princess,N,3.27,4.1,4.72,3,0.29,0,1.7,0.8196743726730347
428,wealth,prestige,N,6.07,2.63,1.61,1,0.28,0,1.55,
429,endurance,strength,N,6.58,2.0,2.96,1,0.28,0,0.59,
430,danger,threat,N,8.78,2.68,2.52,2,0.28,0,1.56,
431,god,priest,N,4.5,2.07,4.77,2,0.28,0,1.2,0.7649919390678406
432,men,fraternity,N,3.13,4.75,2.46,2,0.28,0,1.11,
433,buddy,companion,N,8.65,3.48,3.75,2,0.28,0,1.64,
434,teacher,helper,N,4.28,4.52,3.39,3,0.28,0,1.65,0.6154820919036865
435,body,stomach,N,3.93,4.79,4.89,4,0.28,0,1.15,
436,tongue,throat,N,3.1,4.93,4.97,4,0.28,0,1.31,0.8378309011459351
437,house,carpet,N,1.38,5.0,4.96,4,0.28,0,1.44,0.700729250907898
438,intelligence,skill,N,5.35,2.24,2.17,1,0.27,0,1.29,0.7608035206794739
439,journey,conquest,N,4.72,2.57,2.54,1,0.27,0,1.12,
440,god,prey,N,1.23,2.07,3.61,2,0.27,0,1.73,0.6532492637634277
441,brother,soul,N,0.97,4.43,1.86,2,0.27,0,1.18,0.637965738773346
442,adversary,opponent,N,9.05,2.93,3.52,2,0.27,0,1.4,
443,death,catastrophe,N,4.13,3.73,2.96,2,0.27,0,1.46,
444,monster,demon,N,6.95,3.72,3.32,2,0.27,0,1.5,0.8107105493545532
445,day,morning,N,4.87,3.92,3.44,2,0.27,0,1.95,0.7842382788658142
446,man,victor,N,1.9,4.79,2.88,3,0.27,0,1.67,
447,friend,guy,N,3.88,3.07,4.68,3,0.27,0,1.49,
448,song,story,N,3.97,4.46,3.3,3,0.27,0,1.27,
449,ray,sunshine,N,6.83,3.57,4.21,3,0.27,0,1.55,
450,guy,stud,N,5.83,4.68,4.0,3,0.27,0,1.7,
451,chicken,rice,N,1.43,4.8,4.86,4,0.27,0,1.47,0.7156527042388916
452,box,elevator,N,1.32,4.9,4.79,4,0.27,0,1.28,0.8335611820220947
453,butter,potato,N,1.22,4.9,4.85,4,0.27,0,1.19,0.6564168334007263
454,apartment,furniture,N,1.28,4.9,4.89,4,0.27,0,1.72,0.7801344990730286
455,lake,swamp,N,4.92,4.88,4.96,4,0.27,0,1.6,0.7763944268226624
456,salad,vinegar,N,1.13,4.97,4.89,4,0.27,0,1.65,0.7581434845924377
457,flower,bulb,N,4.48,5.0,4.93,4,0.27,0,1.27,0.8460281491279602
458,cloud,mist,N,6.67,4.54,4.51,3,0.26,0,1.43,0.8326923251152039
459,driver,pilot,N,6.28,4.71,4.67,3,0.26,0,1.52,
460,sugar,honey,N,5.13,4.87,4.88,4,0.26,0,1.07,0.8124798536300659
461,body,shoulder,N,2.88,4.79,4.93,4,0.25,0,1.47,
462,idea,image,N,3.55,1.61,3.85,2,0.24,0,1.47,0.8189257979393005
463,father,brother,N,4.2,4.52,4.43,3,0.24,0,1.28,0.8396927714347839
464,moon,planet,N,5.87,4.9,4.58,4,0.24,0,1.57,0.8085631132125854
465,ball,costume,N,2.32,5.0,4.57,4,0.24,0,1.02,0.6669614911079407
466,rail,fence,N,5.22,4.9,4.82,4,0.24,0,1.17,
467,room,bed,N,2.35,4.79,5.0,4,0.24,0,1.31,0.8120663166046143
468,flower,bush,N,4.25,5.0,4.9,4,0.24,0,1.66,
469,bone,knee,N,4.17,4.9,5.0,4,0.24,0,1.64,0.778895378112793
470,arm,knee,N,2.75,4.96,5.0,4,0.24,0,0.59,0.8713912963867188
471,bottom,side,N,2.63,4.25,3.68,3,0.22,0,1.51,
472,vessel,vein,N,5.15,4.66,4.63,3,0.22,0,1.55,
473,cat,rabbit,N,2.37,4.86,4.93,4,0.22,0,1.67,0.8209353089332581
474,meat,sandwich,N,2.35,4.9,4.9,4,0.22,0,1.69,0.7521493434906006
475,belief,concept,N,5.08,1.19,1.41,1,0.21,0,1.44,0.7446383833885193
476,intelligence,insight,N,5.9,2.24,1.72,1,0.21,0,1.59,0.7666803598403931
477,attention,interest,N,7.22,2.3,1.8,1,0.21,0,1.21,0.6913159489631653
478,attitude,confidence,N,4.35,1.97,2.17,1,0.21,0,1.22,
479,right,justice,N,7.05,3.47,1.45,1,0.21,0,1.52,0.8504027724266052
480,argument,agreement,N,1.45,2.85,2.22,1,0.21,0,1.36,
481,depth,magnitude,N,6.12,3.11,2.43,2,0.21,0,1.64,
482,medium,news,N,3.65,3.0,3.41,2,0.21,0,1.3,
483,winner,candidate,N,2.78,3.21,3.81,2,0.21,0,1.29,
484,birthday,date,N,5.08,3.2,3.9,2,0.21,0,1.2,
485,fee,payment,N,7.15,3.89,3.91,3,0.21,0,1.56,0.8347139358520508
486,bible,hymn,N,5.15,4.61,4.04,3,0.21,0,1.08,0.7134127616882324
487,exit,doorway,N,5.5,3.93,4.75,3,0.21,0,1.73,
488,man,sentry,N,3.25,4.79,4.04,3,0.21,0,1.22,
489,aisle,hall,N,6.35,4.35,4.67,3,0.21,0,0.96,0.8135690093040466
490,whiskey,gin,N,6.28,4.74,4.46,3,0.21,0,1.14,0.8088552951812744
491,blood,marrow,N,3.4,4.86,4.48,3,0.21,0,1.17,0.7805811166763306
492,oil,mink,N,1.23,4.93,4.58,4,0.21,0,1.53,0.6391245722770691
493,floor,deck,N,5.55,4.8,4.77,4,0.21,0,1.06,
494,roof,floor,N,2.62,4.79,4.8,4,0.21,0,1.66,0.7801031470298767
495,door,floor,N,1.67,4.81,4.8,4,0.21,0,0.39,0.7880939841270447
496,shoulder,head,N,3.42,4.93,4.75,4,0.21,0,1.14,0.8027897477149963
497,wagon,carriage,N,7.7,4.89,4.86,4,0.21,0,1.84,0.7390881776809692
498,car,carriage,N,5.13,4.89,4.86,4,0.21,0,1.2,0.8392525315284729
499,elbow,ankle,N,3.13,5.0,4.81,4,0.21,0,1.48,0.8590116500854492
500,wealth,fame,N,4.02,2.63,1.96,1,0.2,0,1.1,
501,sorrow,shame,N,4.77,2.36,2.24,1,0.2,0,1.52,
502,administration,management,N,7.25,2.78,2.72,2,0.2,0,1.67,
503,communication,conversation,N,8.02,2.9,3.28,2,0.2,0,0.88,0.7814430594444275
504,pollution,atmosphere,N,4.25,3.75,3.04,2,0.2,0,0.98,0.6584637761116028
505,anatomy,biology,N,5.33,3.59,3.48,2,0.2,0,1.37,0.8061068654060364
506,college,profession,N,3.12,4.62,2.83,3,0.2,0,1.41,0.685335636138916
507,book,topic,N,2.07,4.9,2.59,3,0.2,0,1.22,
508,formula,equation,N,7.95,4.11,3.65,3,0.2,0,0.56,0.7957088351249695
509,book,information,N,5.0,4.9,2.87,3,0.2,0,1.13,0.7308573126792908
510,boy,partner,N,1.9,4.76,3.53,3,0.2,0,1.54,
511,sky,universe,N,4.68,4.45,3.85,3,0.2,0,1.39,0.8487460017204285
512,population,people,N,7.68,3.64,4.82,3,0.2,0,0.8,0.8030327558517456
513,college,class,N,4.13,4.62,3.85,3,0.2,0,1.16,
514,chief,mayor,N,4.85,4.26,4.37,3,0.2,0,1.25,
515,rabbi,minister,N,7.62,4.64,4.22,3,0.2,0,1.35,
516,meter,inch,N,5.08,4.7,4.37,3,0.2,0,1.19,0.8956422805786133
517,polyester,cotton,N,5.63,4.12,4.97,3,0.2,0,1.53,0.6125920414924622
518,lawyer,banker,N,1.88,4.7,4.43,3,0.2,0,1.18,0.5989360809326172
519,violin,instrument,N,6.58,4.96,4.27,3,0.2,0,1.39,
520,camp,cabin,N,4.2,4.35,4.92,3,0.2,0,1.2,
521,pot,appliance,N,2.53,4.81,4.57,3,0.2,0,1.26,
522,linen,fabric,N,7.47,4.8,4.63,3,0.2,0,1.26,0.8087509274482727
523,whiskey,champagne,N,5.33,4.74,4.82,4,0.2,0,1.29,0.718675971031189
524,girl,child,N,5.38,4.85,4.78,4,0.2,0,1.21,0.8082978129386902
525,cottage,cabin,N,7.72,4.85,4.92,4,0.2,0,1.47,
526,bird,hen,N,7.03,5.0,4.9,4,0.2,0,1.43,
527,racket,noise,N,8.1,4.26,3.52,3,0.19,0,1.49,
528,sunset,evening,N,5.98,4.54,3.26,3,0.19,0,1.35,0.7327522039413452
529,drizzle,rain,N,9.17,4.21,4.97,3,0.19,0,0.39,0.8311415314674377
530,adult,baby,N,2.22,4.4,5.0,3,0.19,0,0.39,0.7562524080276489
531,charcoal,coal,N,7.63,4.85,4.66,4,0.19,0,1.43,0.7838003635406494
532,body,spine,N,4.78,4.79,4.88,4,0.19,0,1.22,
533,head,nail,N,2.47,4.75,4.93,4,0.19,0,1.4,
534,log,timber,N,8.05,4.96,4.9,4,0.19,0,1.12,
535,spoon,cup,N,2.02,4.96,5.0,4,0.19,0,0.9,0.8559280633926392
536,body,nerve,N,3.13,4.79,3.89,3,0.18,0,1.12,
537,man,husband,N,5.32,4.79,4.11,3,0.18,0,1.71,0.7437520623207092
538,bone,neck,N,2.53,4.9,5.0,4,0.18,0,1.05,0.8856298327445984
539,frustration,anger,N,6.5,2.06,2.41,1,0.17,0,0.39,0.8330962657928467
540,river,sea,N,5.72,4.89,4.79,4,0.17,0,0.39,0.7034499645233154
541,task,job,N,8.87,2.84,3.19,2,0.16,0,1.75,
542,club,society,N,5.23,3.78,2.54,2,0.16,0,1.59,
543,reflection,image,N,7.27,3.29,3.85,2,0.16,0,1.06,
544,prince,king,N,5.92,4.44,4.1,3,0.16,0,1.05,0.8535659313201904
545,snow,weather,N,5.48,4.85,3.83,3,0.16,0,1.36,0.7380675077438354
546,people,party,N,2.2,4.82,3.89,3,0.16,0,1.42,0.7368603348731995
547,boy,brother,N,6.67,4.76,4.43,3,0.16,0,1.58,0.6654883623123169
548,root,grass,N,3.55,4.34,4.93,3,0.16,0,1.35,0.7410146594047546
549,brow,eye,N,3.82,4.39,4.9,3,0.16,0,1.41,
550,money,pearl,N,2.1,4.54,4.87,3,0.16,0,1.94,0.7159820795059204
551,money,diamond,N,3.42,4.54,4.89,3,0.16,0,1.37,0.511345624923706
552,vehicle,bus,N,6.47,4.64,4.9,4,0.16,0,1.38,0.831001877784729
553,cab,bus,N,5.6,4.88,4.9,4,0.16,0,1.64,
554,house,barn,N,4.33,5.0,4.79,4,0.16,0,1.6,0.8249506950378418
555,finger,palm,N,3.33,5.0,4.83,4,0.16,0,1.5,
556,car,bridge,N,0.95,4.89,4.97,4,0.16,0,1.2,0.7713391184806824
557,effort,difficulty,N,4.45,2.33,1.9,1,0.15,0,1.22,
558,fact,insight,N,4.77,2.72,1.72,1,0.15,0,1.11,0.7555484771728516
559,job,management,N,3.97,3.19,2.72,2,0.15,0,1.33,0.7930782437324524
560,cancer,sickness,N,7.93,3.86,3.45,2,0.15,0,1.57,
561,word,newspaper,N,2.47,3.56,4.82,3,0.15,0,0.94,0.7137022614479065
562,composer,writer,N,6.58,4.37,4.32,3,0.15,0,0.8,0.8239396214485168
563,actor,singer,N,4.52,4.57,4.62,3,0.15,0,1.26,0.7242750525474548
564,shelter,hut,N,6.47,4.64,4.65,3,0.15,0,1.59,
565,bathroom,kitchen,N,3.1,4.52,4.97,4,0.15,0,1.22,0.8897765874862671
566,cabin,hut,N,6.53,4.92,4.65,4,0.15,0,1.37,
567,door,kitchen,N,1.67,4.81,4.97,4,0.15,0,0.44,0.7896126508712769
568,value,belief,N,7.07,1.62,1.19,1,0.14,0,0.95,
569,wisdom,intelligence,N,7.47,1.53,2.24,1,0.14,0,1.33,0.8790537118911743
570,ignorance,intelligence,N,1.5,1.6,2.24,1,0.14,0,1.3,0.6916089653968811
571,happiness,luck,N,2.38,2.6,1.33,1,0.14,0,1.2,0.803621768951416
572,idea,scheme,N,6.75,1.61,2.41,1,0.14,0,1.47,
573,mood,emotion,N,8.12,1.75,2.44,1,0.14,0,1.64,
574,happiness,peace,N,6.03,2.6,1.62,1,0.14,0,1.35,0.7370352149009705
575,despair,misery,N,7.22,2.21,2.04,1,0.14,0,1.06,
576,logic,arithmetic,N,3.97,1.72,2.74,1,0.14,0,1.81,0.8604860901832581
577,denial,confession,N,1.03,2.46,2.4,1,0.14,0,1.64,0.7440026998519897
578,argument,criticism,N,5.08,2.85,2.07,1,0.14,0,1.07,0.766331136226654
579,aggression,hostility,N,8.48,2.68,2.24,1,0.14,0,0.44,0.8246287107467651
580,hysteria,confusion,N,6.33,2.86,2.24,1,0.14,0,0.44,0.7287882566452026
581,chemistry,theory,N,3.17,3.64,1.47,1,0.14,0,1.4,0.7579535245895386
582,trial,verdict,N,3.33,3.07,2.19,2,0.14,0,1.18,0.8924864530563354
583,comfort,safety,N,5.8,2.89,2.37,2,0.14,0,1.21,0.8579528331756592
584,confidence,self,N,3.12,2.17,3.1,2,0.14,0,1.24,0.6479704976081848
585,vision,perception,N,6.88,3.39,2.0,2,0.14,0,1.31,
586,era,decade,N,5.4,2.24,3.19,2,0.14,0,1.02,0.5804058909416199
587,biography,fiction,N,1.38,3.39,2.14,2,0.14,0,1.24,0.7539336681365967
588,discussion,argument,N,5.48,3.07,2.85,2,0.14,0,1.43,0.6216641664505005
589,code,symbol,N,6.03,3.0,3.11,2,0.14,0,1.67,0.8294481635093689
590,danger,disease,N,3.0,2.68,3.45,2,0.14,0,0.44,
591,accident,catastrophe,N,5.9,3.26,2.96,2,0.14,0,1.63,
592,journey,trip,N,8.88,2.57,3.71,2,0.14,0,1.14,
593,activity,movement,N,7.15,2.72,3.63,2,0.14,0,1.1,
594,gossip,news,N,5.22,3.0,3.41,2,0.14,0,1.21,0.5718483924865723
595,father,god,N,3.57,4.52,2.07,2,0.14,0,1.31,0.6353257894515991
596,action,course,N,5.45,2.86,3.82,2,0.14,0,1.75,
597,fever,illness,N,7.65,3.27,3.54,2,0.14,0,1.54,0.7750388383865356
598,aviation,flight,N,8.18,3.39,3.9,2,0.14,0,1.83,0.7986869215965271
599,game,action,N,4.85,4.5,2.86,2,0.14,0,1.12,
600,molecule,air,N,3.05,3.27,4.11,2,0.14,0,1.84,
601,home,state,N,2.58,4.11,3.52,3,0.14,0,1.6,
602,word,literature,N,4.77,3.56,4.1,3,0.14,0,0.59,0.7508021593093872
603,adult,guardian,N,6.9,4.4,3.28,3,0.14,0,1.19,0.48777902126312256
604,newspaper,information,N,5.65,4.82,2.87,3,0.14,0,1.31,0.6435165405273438
605,communication,television,N,5.6,2.9,4.83,3,0.14,0,1.27,0.7189048528671265
606,cousin,uncle,N,4.63,3.7,4.24,3,0.14,0,1.84,0.832996666431427
607,author,reader,N,1.6,4.26,3.89,3,0.14,0,1.47,
608,guy,partner,N,3.57,4.68,3.53,3,0.14,0,1.24,
609,area,corner,N,2.07,3.72,4.61,3,0.14,0,1.41,
610,ballad,song,N,7.53,3.88,4.46,3,0.14,0,0.84,0.8293976187705994
611,wall,decoration,N,2.62,4.86,3.53,3,0.14,0,0.89,
612,word,page,N,2.92,3.56,4.9,3,0.14,0,0.99,
613,nurse,scientist,N,2.08,4.39,4.24,3,0.14,0,1.06,0.7555663585662842
614,politician,president,N,7.38,4.33,4.4,3,0.14,0,1.05,
615,president,mayor,N,5.68,4.4,4.37,3,0.14,0,1.4,
616,book,essay,N,4.72,4.9,3.97,3,0.14,0,1.3,0.8290182948112488
617,man,warrior,N,4.72,4.79,4.17,3,0.14,0,1.03,0.6531659364700317
618,article,journal,N,6.18,4.33,4.63,3,0.14,0,1.45,
619,breakfast,supper,N,4.4,4.43,4.63,3,0.14,0,1.47,0.8324326276779175
620,crowd,parade,N,3.93,4.52,4.54,3,0.14,0,1.05,0.7737966179847717
621,aisle,hallway,N,6.75,4.35,4.74,3,0.14,0,1.36,
622,teacher,rabbi,N,4.37,4.52,4.64,3,0.14,0,1.12,0.7368324995040894
623,hip,lip,N,1.43,4.21,4.96,3,0.14,0,1.45,0.7579293847084045
624,book,article,N,5.43,4.9,4.33,3,0.14,0,0.95,
625,room,cell,N,4.58,4.79,4.44,3,0.14,0,1.28,
626,box,booth,N,3.8,4.9,4.42,3,0.14,0,1.38,
627,daughter,kid,N,4.17,4.79,4.56,3,0.14,0,1.24,
628,limb,leg,N,6.9,4.64,4.83,4,0.14,0,1.23,
629,liver,lung,N,2.7,4.68,4.82,4,0.14,0,1.38,0.7913985848426819
630,classroom,hallway,N,2.0,4.76,4.74,4,0.14,0,1.23,
631,mountain,ledge,N,3.73,4.96,4.72,4,0.14,0,1.21,
632,car,elevator,N,1.03,4.89,4.79,4,0.14,0,1.19,0.8251939415931702
633,bed,couch,N,3.42,5.0,4.71,4,0.14,0,1.85,0.87968909740448
634,clothes,button,N,2.3,4.76,4.96,4,0.14,0,1.44,0.7702981233596802
635,clothes,coat,N,5.35,4.76,4.97,4,0.14,0,1.37,0.8395898342132568
636,kidney,organ,N,6.17,4.96,4.77,4,0.14,0,0.95,
637,apple,sauce,N,1.43,5.0,4.75,4,0.14,0,2.11,0.7213026881217957
638,chicken,steak,N,3.73,4.8,4.96,4,0.14,0,1.39,0.5643782019615173
639,car,hose,N,0.87,4.89,4.87,4,0.14,0,0.78,0.7565038800239563
640,tobacco,cigarette,N,7.5,4.88,4.88,4,0.14,0,1.49,0.7560354471206665
641,student,professor,N,1.95,4.92,4.86,4,0.14,0,1.13,0.7512118220329285
642,baby,daughter,N,5.0,5.0,4.79,4,0.14,0,1.29,0.7761247158050537
643,pipe,cigar,N,6.03,4.88,4.93,4,0.14,0,1.01,
644,milk,juice,N,4.05,4.92,4.89,4,0.14,0,1.46,0.6897658109664917
645,box,cigar,N,1.25,4.9,4.93,4,0.14,0,1.89,0.7344117164611816
646,apartment,hotel,N,3.33,4.9,4.93,4,0.14,0,1.18,0.814958393573761
647,cup,cone,N,3.17,5.0,4.86,4,0.14,0,1.13,0.7271522879600525
648,horse,ox,N,3.02,5.0,4.86,4,0.14,0,1.18,0.7032570838928223
649,throat,nose,N,2.8,4.97,4.89,4,0.14,0,1.12,0.8544511198997498
650,bone,teeth,N,4.17,4.9,4.96,4,0.14,0,1.92,0.8918723464012146
651,bone,elbow,N,3.78,4.9,5.0,4,0.14,0,1.58,0.752206027507782
652,bacon,bean,N,1.22,4.9,5.0,4,0.14,0,0.92,0.6714997887611389
653,cup,jar,N,5.13,5.0,5.0,4,0.14,0,1.17,0.8253901600837708
654,proof,fact,N,7.3,2.67,2.72,2,0.13,0,1.7,
655,appointment,engagement,N,6.75,3.0,2.75,2,0.13,0,1.59,
656,birthday,year,N,1.67,3.2,3.25,2,0.13,0,1.69,0.6874154806137085
657,word,clue,N,2.53,3.56,2.93,2,0.13,0,1.65,
658,author,creator,N,8.02,4.26,3.07,2,0.13,0,1.5,
659,atom,carbon,N,3.1,3.34,4.22,3,0.13,0,0.93,0.7980566620826721
660,archbishop,bishop,N,7.05,4.14,4.21,3,0.13,0,1.59,0.6996259093284607
661,letter,paragraph,N,4.0,4.7,3.96,3,0.13,0,1.12,
662,page,paragraph,N,3.03,4.9,3.96,3,0.13,0,1.37,
663,steeple,chapel,N,7.08,4.74,4.6,3,0.13,0,1.03,0.7911578416824341
664,muscle,bone,N,3.65,4.5,4.9,3,0.13,0,1.68,0.828437089920044
665,muscle,tongue,N,5.0,4.5,4.93,3,0.13,0,1.65,0.7760791778564453
666,boy,soldier,N,2.15,4.76,4.72,4,0.13,0,1.51,0.6320114731788635
667,belly,abdomen,N,8.13,4.8,4.7,4,0.13,0,1.53,
668,guy,girl,N,3.33,4.68,4.85,4,0.13,0,1.9,
669,bed,chair,N,3.5,5.0,4.58,4,0.13,0,1.26,0.8182199597358704
670,clothes,jacket,N,5.15,4.76,4.86,4,0.13,0,0.74,0.7505870461463928
671,gun,knife,N,3.65,4.83,4.9,4,0.13,0,1.03,0.7658193111419678
672,tin,metal,N,5.63,4.87,4.87,4,0.13,0,1.15,0.7145159840583801
673,bottle,container,N,7.93,4.91,4.85,4,0.13,0,1.38,0.8531634211540222
674,hen,turkey,N,6.13,4.9,4.89,4,0.13,0,1.6,
675,meat,bread,N,1.67,4.9,4.92,4,0.13,0,1.62,0.7766382098197937
676,arm,bone,N,3.83,4.96,4.9,4,0.13,0,1.94,0.8031878471374512
677,neck,spine,N,5.32,5.0,4.88,4,0.13,0,1.16,
678,apple,lemon,N,4.05,5.0,5.0,4,0.13,0,1.58,0.776771605014801
679,agony,grief,N,7.63,2.38,2.7,1,0.12,0,1.94,
680,assignment,task,N,8.7,3.86,2.84,2,0.12,0,1.37,
681,night,dawn,N,2.95,4.52,4.46,3,0.12,0,1.53,0.6303334832191467
682,dinner,soup,N,3.72,4.5,4.72,3,0.12,0,1.89,0.7932363748550415
683,calf,bull,N,4.93,4.48,4.85,3,0.12,0,1.67,0.8317726850509644
684,snow,storm,N,4.8,4.85,4.7,4,0.12,0,0.88,0.7083911299705505
685,nail,hand,N,3.42,4.93,4.72,4,0.12,0,1.14,
686,dog,horse,N,2.38,4.85,5.0,4,0.12,0,1.39,0.8000403046607971
687,arm,neck,N,1.58,4.96,5.0,4,0.12,0,0.72,0.8351066708564758
688,ball,glove,N,1.75,5.0,4.97,4,0.12,0,1.27,0.7399485111236572
689,flu,fever,N,6.08,3.65,3.27,2,0.11,0,1.58,0.7587329149246216
690,fee,salary,N,3.72,3.89,3.69,3,0.11,0,1.26,0.8167734742164612
691,nerve,brain,N,3.88,3.89,4.69,3,0.11,0,1.74,0.8179641962051392
692,beast,animal,N,7.83,4.63,4.61,3,0.11,0,1.64,
693,dinner,chicken,N,2.85,4.5,4.8,3,0.11,0,1.5,0.5555869936943054
694,girl,maid,N,2.93,4.85,4.64,4,0.11,0,0.9,0.757487416267395
